LGA_CODE_2016,LGA_NAME_2016,SA3_CODE_2021,SA3_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
56160,Murchison (S),51104,Mid West,1,Good,Poor,0
56230,Murray (S),50606,Serpentine - Jarrahdale,0.0024579,Good,Poor,1
56230,Murray (S),50903,Wheat Belt - South,0.0436427,Good,Poor,0
56230,Murray (S),50201,Mandurah,0.9538994,Good,Poor,0
56300,Nannup (S),50103,Manjimup,1,Good,Poor,0
56370,Narembeen (S),50902,Wheat Belt - North,1,Good,Poor,0
56460,Narrogin (S),50903,Wheat Belt - South,1,Good,Poor,0
56580,Nedlands (C),50302,Perth City,0.0042133,Poor,Poor,1
56580,Nedlands (C),50301,Cottesloe - Claremont,0.9957867,Acceptable,Poor,0
56620,Ngaanyatjarraku (S),51103,Goldfields,1,Good,Poor,0
56730,Northam (S),50902,Wheat Belt - North,1,Good,Poor,0
56790,Northampton (S),51104,Mid West,1,Good,Poor,0
56860,Nungarin (S),50902,Wheat Belt - North,1,Good,Poor,0
56930,Peppermint Grove (S),50301,Cottesloe - Claremont,1,Acceptable,Poor,0
57000,Perenjori (S),51104,Mid West,1,Good,Poor,0
57080,Perth (C),50301,Cottesloe - Claremont,0.0756798,Acceptable,Poor,0
57080,Perth (C),50302,Perth City,0.9243202,Poor,Poor,0
57140,Pingelly (S),50903,Wheat Belt - South,1,Good,Poor,0
57210,Plantagenet (S),50901,Albany,1,Good,Poor,0
57280,Port Hedland (T),51002,East Pilbara,1,Good,Poor,0
57350,Quairading (S),50902,Wheat Belt - North,1,Good,Poor,0
57420,Ravensthorpe (S),51101,Esperance,1,Good,Poor,0
57490,Rockingham (C),50705,Rockingham,1,Good,Poor,0
57630,Sandstone (S),51104,Mid West,1,Good,Poor,0
57700,Serpentine-Jarrahdale (S),50606,Serpentine - Jarrahdale,1,Good,Poor,0
57770,Shark Bay (S),51102,Gascoyne,1,Good,Poor,0
57840,South Perth (C),50607,South Perth,1,Good,Poor,0
57910,Stirling (C),50302,Perth City,0.0847667,Poor,Poor,0
57910,Stirling (C),50502,Stirling,0.9152333,Good,Poor,0
57980,Subiaco (C),50301,Cottesloe - Claremont,0.1643649,Acceptable,Poor,0
57980,Subiaco (C),50302,Perth City,0.8356351,Poor,Poor,0
58050,Swan (C),50503,Wanneroo,0.000217,Good,Poor,1
58050,Swan (C),50401,Bayswater - Bassendean,0.0105043,Good,Poor,0
58050,Swan (C),50402,Mundaring,0.0337053,Acceptable,Poor,0
58050,Swan (C),50403,Swan,0.9555734,Good,Poor,0
58190,Tammin (S),50902,Wheat Belt - North,1,Good,Poor,0
58260,Three Springs (S),51104,Mid West,1,Good,Poor,0
58330,Toodyay (S),50902,Wheat Belt - North,1,Good,Poor,0
58400,Trayning (S),50902,Wheat Belt - North,1,Good,Poor,0
58470,Upper Gascoyne (S),51102,Gascoyne,1,Good,Poor,0
58510,Victoria Park (T),50603,Canning,0.1108375,Good,Poor,0
58510,Victoria Park (T),50602,Belmont - Victoria Park,0.8891624,Good,Poor,0
58540,Victoria Plains (S),50902,Wheat Belt - North,1,Good,Poor,0
58570,Vincent (C),50302,Perth City,1,Poor,Poor,0
58610,Wagin (S),50903,Wheat Belt - South,1,Good,Poor,0
58680,Wandering (S),50903,Wheat Belt - South,1,Good,Poor,0
58760,Wanneroo (C),50501,Joondalup,0.0015525,Good,Poor,1
58760,Wanneroo (C),50503,Wanneroo,0.9984475,Good,Poor,0
58820,Waroona (S),50102,Bunbury,1,Good,Poor,0
58890,West Arthur (S),50903,Wheat Belt - South,1,Good,Poor,0
59030,Westonia (S),50902,Wheat Belt - North,1,Good,Poor,0
59100,Wickepin (S),50903,Wheat Belt - South,1,Good,Poor,0
59170,Williams (S),50903,Wheat Belt - South,1,Good,Poor,0
59250,Wiluna (S),51104,Mid West,1,Good,Poor,0
59310,Wongan-Ballidu (S),50902,Wheat Belt - North,1,Good,Poor,0
59320,Woodanilling (S),50901,Albany,1,Good,Poor,0
59330,Wyalkatchem (S),50902,Wheat Belt - North,1,Good,Poor,0
59340,Wyndham-East Kimberley (S),51001,Kimberley,1,Good,Poor,0
59350,Yalgoo (S),51104,Mid West,1,Good,Poor,0
59360,Yilgarn (S),50902,Wheat Belt - North,1,Good,Poor,0
59370,York (S),50902,Wheat Belt - North,1,Good,Poor,0
59499,No usual address (WA),59999,No usual address (WA),1,Good,Poor,0
59799,Migratory - Offshore - Shipping (WA),59797,Migratory - Offshore - Shipping (WA),1,Good,Poor,0
60210,Break O'Day (M),60203,North East,1,Acceptable,Poor,0
60410,Brighton (M),60101,Brighton,1,Good,Poor,0
60610,Burnie (C),60401,Burnie - Ulverstone,1,Acceptable,Poor,0
60810,Central Coast (M) (Tas.),60402,Devonport,0.1277984,Good,Poor,0
60810,Central Coast (M) (Tas.),60401,Burnie - Ulverstone,0.8722016,Acceptable,Poor,0
61010,Central Highlands (M) (Tas.),60301,Central Highlands (Tas.),1,Acceptable,Poor,0
61210,Circular Head (M),60403,West Coast,1,Acceptable,Poor,0
61410,Clarence (C),60101,Brighton,0.0101026,Good,Poor,0
61410,Clarence (C),60106,Sorell - Dodges Ferry,0.0302189,Acceptable,Poor,0
61410,Clarence (C),60102,Hobart - North East,0.9596785,Good,Poor,0
61510,Derwent Valley (M),60301,Central Highlands (Tas.),0.2998862,Acceptable,Poor,0
61510,Derwent Valley (M),60103,Hobart - North West,0.7001138,Good,Poor,0
61610,Devonport (C),60402,Devonport,1,Good,Poor,0
61810,Dorset (M),60203,North East,1,Acceptable,Poor,0
62010,Flinders (M) (Tas.),60203,North East,1,Acceptable,Poor,0
62210,George Town (M),60203,North East,1,Acceptable,Poor,0
62410,Glamorgan/Spring Bay (M),60106,Sorell - Dodges Ferry,0.001816,Acceptable,Poor,1
62410,Glamorgan/Spring Bay (M),60301,Central Highlands (Tas.),0.0031746,Acceptable,Poor,1
62410,Glamorgan/Spring Bay (M),60303,South East Coast,0.9950094,Good,Poor,0
62610,Glenorchy (C),60105,Hobart Inner,0.002077,Good,Poor,1
62610,Glenorchy (C),60103,Hobart - North West,0.997923,Good,Poor,0
62810,Hobart (C),60103,Hobart - North West,4.64E-05,Good,Poor,1
62810,Hobart (C),60104,Hobart - South and West,0.0004791,Good,Poor,1
62810,Hobart (C),60105,Hobart Inner,0.9994745,Good,Poor,0
63010,Huon Valley (M),60302,Huon - Bruny Island,1,Acceptable,Poor,0
63210,Kentish (M),60402,Devonport,1,Good,Poor,0
63410,King Island (M),60403,West Coast,1,Acceptable,Poor,0
63610,Kingborough (M),60105,Hobart Inner,0.0014266,Good,Poor,1
63610,Kingborough (M),60302,Huon - Bruny Island,0.0818755,Acceptable,Poor,0
63610,Kingborough (M),60104,Hobart - South and West,0.9166979,Good,Poor,0
63810,Latrobe (M) (Tas.),60402,Devonport,1,Good,Poor,0
64010,Launceston (C),60203,North East,0.0614632,Acceptable,Poor,0
64010,Launceston (C),60201,Launceston,0.9385368,Acceptable,Poor,0
64210,Meander Valley (M),60201,Launceston,0.333472,Acceptable,Poor,0
64210,Meander Valley (M),60202,Meander Valley - West Tamar,0.666528,Poor,Poor,0
64610,Northern Midlands (M),60202,Meander Valley - West Tamar,0.0070938,Poor,Poor,1
64610,Northern Midlands (M),60203,North East,0.9929062,Acceptable,Poor,0
64810,Sorell (M),60106,Sorell - Dodges Ferry,1,Acceptable,Poor,0
65010,Southern Midlands (M),60301,Central Highlands (Tas.),1,Acceptable,Poor,0
65210,Tasman (M),60303,South East Coast,1,Good,Poor,0
65410,Waratah/Wynyard (M),60403,West Coast,0.2620724,Acceptable,Poor,0
65410,Waratah/Wynyard (M),60401,Burnie - Ulverstone,0.7379276,Acceptable,Poor,0
65610,West Coast (M),60403,West Coast,1,Acceptable,Poor,0
65810,West Tamar (M),60202,Meander Valley - West Tamar,0.4181662,Poor,Poor,0
65810,West Tamar (M),60201,Launceston,0.5818338,Acceptable,Poor,0
69499,No usual address (Tas.),69999,No usual address (Tas.),1,Good,Poor,0
69799,Migratory - Offshore - Shipping (Tas.),69797,Migratory - Offshore - Shipping (Tas.),1,Good,Poor,0
70200,Alice Springs (T),70201,Alice Springs,1,Good,Poor,0
70420,Barkly (R),70201,Alice Springs,0.0884077,Good,Poor,0
70420,Barkly (R),70202,Barkly,0.9115923,Good,Poor,0
70540,Belyuen (S),70203,Daly - Tiwi - West Arnhem,1,Poor,Poor,0
70620,Central Desert (R),70205,Katherine,2.07E-05,Good,Poor,1
70620,Central Desert (R),70201,Alice Springs,0.9999793,Good,Poor,0
70700,Coomalie (S),70203,Daly - Tiwi - West Arnhem,1,Poor,Poor,0
71000,Darwin (C),70101,Darwin City,0.3150246,Poor,Poor,0
71000,Darwin (C),70102,Darwin Suburbs,0.6849754,Poor,Poor,0
71300,East Arnhem (R),70203,Daly - Tiwi - West Arnhem,2.00E-06,Poor,Poor,1
71300,East Arnhem (R),70204,East Arnhem,0.999998,Poor,Poor,0
72200,Katherine (T),70205,Katherine,1,Good,Poor,0
72300,Litchfield (M),70102,Darwin Suburbs,0.0146713,Poor,Poor,0
72300,Litchfield (M),70103,Litchfield,0.9853287,Good,Poor,0
72330,MacDonnell (R),70201,Alice Springs,1,Good,Poor,0
72800,Palmerston (C),70104,Palmerston,1,Good,Poor,0
73600,Roper Gulf (R),70205,Katherine,1,Good,Poor,0
74050,Tiwi Islands (R),70203,Daly - Tiwi - West Arnhem,1,Poor,Poor,0
74550,Victoria Daly (R),70203,Daly - Tiwi - West Arnhem,0.4409445,Poor,Poor,0
74550,Victoria Daly (R),70205,Katherine,0.5590555,Good,Poor,0
74560,Wagait (S),70203,Daly - Tiwi - West Arnhem,1,Poor,Poor,0
74660,West Arnhem (R),70204,East Arnhem,2.00E-07,Poor,Poor,1
74660,West Arnhem (R),70203,Daly - Tiwi - West Arnhem,0.9999998,Poor,Poor,0
74680,West Daly (R),70203,Daly - Tiwi - West Arnhem,1,Poor,Poor,0
79399,Unincorporated NT,70102,Darwin Suburbs,0.0019827,Poor,Poor,1
79399,Unincorporated NT,70101,Darwin City,0.0513936,Poor,Poor,0
79399,Unincorporated NT,70201,Alice Springs,0.1560146,Good,Poor,0
79399,Unincorporated NT,70203,Daly - Tiwi - West Arnhem,0.2184099,Poor,Poor,0
79399,Unincorporated NT,70204,East Arnhem,0.5721992,Poor,Poor,0
79499,No usual address (NT),79999,No usual address (NT),1,Good,Poor,0
79799,Migratory - Offshore - Shipping (NT),79797,Migratory - Offshore - Shipping (NT),1,Good,Poor,0
89399,Unincorporated ACT,80111,Uriarra - Namadgi,0.0015054,Poor,Poor,1
89399,Unincorporated ACT,80103,Canberra East,0.0039678,Poor,Poor,1
89399,Unincorporated ACT,80110,Molonglo,0.0116177,Poor,Poor,0
89399,Unincorporated ACT,80108,Weston Creek,0.0580087,Poor,Poor,0
89399,Unincorporated ACT,80106,South Canberra,0.0681808,Poor,Poor,0
89399,Unincorporated ACT,80109,Woden Valley,0.0878289,Poor,Poor,0
89399,Unincorporated ACT,80105,North Canberra,0.1303569,Poor,Poor,0
89399,Unincorporated ACT,80104,Gungahlin,0.1804252,Poor,Poor,0
89399,Unincorporated ACT,80107,Tuggeranong,0.2156521,Poor,Poor,0
89399,Unincorporated ACT,80101,Belconnen,0.2424565,Poor,Poor,0
89499,No usual address (ACT),89999,No usual address (ACT),1,Good,Poor,0
89799,Migratory - Offshore - Shipping (ACT),89797,Migratory - Offshore - Shipping (ACT),1,Good,Poor,0
99399,Unincorp. Other Territories,11401,Shoalhaven,5.00E-07,Good,Poor,1
99399,Unincorp. Other Territories,90102,Cocos (Keeling) Islands,6.40E-05,Poor,Poor,1
99399,Unincorp. Other Territories,90104,Norfolk Island,0.0002085,Poor,Poor,1
99399,Unincorp. Other Territories,90101,Christmas Island,0.0002161,Poor,Poor,1
99399,Unincorp. Other Territories,90103,Jervis Bay,0.9995108,Good,Poor,0
99499,No usual address (OT),99999,No usual address (OT),1,Good,Poor,0
99799,Migratory - Offshore - Shipping (OT),99797,Migratory - Offshore - Shipping (OT),1,Good,Poor,0
,,ZZZZZ,Outside Australia,,NA,Poor,3
