MB_CODE_2016,MB_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
10508842000,10508842000,1,Good,Good,0
10508850000,10508850000,1,Good,Good,0
10508860000,10508860000,1,Good,Good,0
10508871000,10508871000,1,Good,Good,0
10508872000,10508872000,1,Good,Good,0
10508873000,10508873000,1,Good,Good,0
10508880000,10508880000,1,Good,Good,0
10508890000,10508890000,1,Good,Good,0
10508900000,10508900000,1,Good,Good,0
10508910000,10508910000,1,Good,Good,0
10508920000,10508920000,1,Good,Good,0
10508930000,10508930000,1,Good,Good,0
10508940000,10508940000,1,Good,Good,0
10508950000,10508950000,1,Good,Good,0
10508960000,10508960000,1,Good,Good,0
10508970000,10508970000,1,Good,Good,0
10508980000,10508980000,1,Good,Good,0
10508990000,10508990000,1,Good,Good,0
10509000000,10509000000,1,Good,Good,0
10509010000,10509010000,1,Good,Good,0
10509020000,10509020000,1,Good,Good,0
10509030000,10509030000,1,Good,Good,0
10509040000,10509040000,1,Good,Good,0
10509050000,10509050000,1,Good,Good,0
10509060000,10509060000,1,Good,Good,0
10509070000,10509070000,1,Good,Good,0
10509080000,10509080000,1,Good,Good,0
10509090000,10509090000,1,Good,Good,0
10509100000,10509100000,1,Good,Good,0
10509110000,10509110000,1,Good,Good,0
10509120000,10509120000,1,Good,Good,0
10509130000,10509130000,1,Good,Good,0
10509140000,10509140000,1,Good,Good,0
10509150000,10509150000,1,Good,Good,0
10509160000,10509160000,1,Good,Good,0
10509170000,10509170000,1,Good,Good,0
10509180000,10509180000,1,Good,Good,0
10509190000,10509190000,1,Good,Good,0
10509200000,10509200000,1,Good,Good,0
10509210000,10509210000,1,Good,Good,0
10509220000,10509220000,1,Good,Good,0
10509240000,10509240000,1,Good,Good,0
10509250000,10509250000,1,Good,Good,0
10509260000,10509260000,1,Good,Good,0
10509270000,10509270000,1,Good,Good,0
10509280000,10509280000,1,Good,Good,0
10509290000,10509290000,1,Good,Good,0
10509300000,10509300000,1,Good,Good,0
10509310000,10509310000,1,Good,Good,0
10509320000,10509320000,1,Good,Good,0
10509330000,10509330000,1,Good,Good,0
10509340000,10509340000,1,Good,Good,0
10509350000,10509350000,1,Good,Good,0
10509370000,10509370000,1,Good,Good,0
10509380000,10509380000,1,Good,Good,0
10509390000,10509390000,1,Good,Good,0
10509400000,10509400000,1,Good,Good,0
10509410000,10509410000,1,Good,Good,0
10509420000,10509420000,1,Good,Good,0
10509430000,10509430000,1,Good,Good,0
10509440000,10509440000,1,Good,Good,0
10509450000,10509450000,1,Good,Good,0
10509460000,10509460000,1,Good,Good,0
10509470000,10509470000,1,Good,Good,0
10509480000,10509480000,1,Good,Good,0
10509490000,10509490000,1,Good,Good,0
10509500000,10509500000,1,Good,Good,0
10509510000,10509510000,1,Good,Good,0
10509530000,10509530000,1,Good,Good,0
10509540000,10509540000,1,Good,Good,0
10509550000,10509550000,1,Good,Good,0
10509560000,10509560000,1,Good,Good,0
10509581000,10509581000,1,Good,Good,0
10509582000,10509582000,1,Good,Good,0
10509583000,10509583000,1,Good,Good,0
10509611000,10509611000,1,Good,Good,0
10509612000,10509612000,1,Good,Good,0
10509620000,10509620000,1,Good,Good,0
10509630000,10509630000,1,Good,Good,0
10509640000,10509640000,1,Good,Good,0
10509650000,10509650000,1,Good,Good,0
10509660000,10509660000,1,Good,Good,0
10509670000,10509670000,1,Good,Good,0
10509680000,10509680000,1,Good,Good,0
10509690000,10509690000,1,Good,Good,0
10509700000,10509700000,1,Good,Good,0
10509710000,10509710000,1,Good,Good,0
10509720000,10509720000,1,Good,Good,0
10509730000,10509730000,1,Good,Good,0
10509740000,10509740000,1,Good,Good,0
10509750000,10509750000,1,Good,Good,0
10509760000,10509760000,1,Good,Good,0
10509770000,10509770000,1,Good,Good,0
10509780000,10509780000,1,Good,Good,0
10509790000,10509790000,1,Good,Good,0
10509810000,10509810000,1,Good,Good,0
10509820000,10509820000,1,Good,Good,0
10509830000,10509830000,1,Good,Good,0
10509840000,10509840000,1,Good,Good,0
10509850000,10509850000,1,Good,Good,0
10509860000,10509860000,1,Good,Good,0
10509870000,10509870000,1,Good,Good,0
10509880000,10509880000,1,Good,Good,0
10509892000,10509892000,1,Good,Good,0
10509900000,10509900000,1,Good,Good,0
10509910000,10509910000,1,Good,Good,0
10509920000,10509920000,1,Good,Good,0
10509930000,10509930000,1,Good,Good,0
10509940000,10509940000,1,Good,Good,0
10509950000,10509950000,1,Good,Good,0
10509960000,10509960000,1,Good,Good,0
10509970000,11219330000,0.52,Poor,Good,0
10509970000,11221680000,0.48,Poor,Good,0
10509980000,10509980000,1,Good,Good,0
10509990000,10509990000,1,Good,Good,0
10510010000,10510010000,1,Good,Good,0
10510020000,10510020000,1,Good,Good,0
10510030000,10510030000,1,Good,Good,0
10510040000,10510040000,1,Good,Good,0
10510050000,10510050000,1,Good,Good,0
10510060000,10510060000,1,Good,Good,0
10510081000,10510081000,1,Good,Good,0
10510083000,10510083000,1,Good,Good,0
10510090000,10510090000,1,Good,Good,0
10510100000,10510100000,1,Good,Good,0
10510110000,10510110000,1,Good,Good,0
10510120000,10510120000,1,Good,Good,0
10510150000,10510150000,1,Good,Good,0
10510160000,10510160000,1,Good,Good,0
10510170000,10510170000,1,Good,Good,0
10510180000,10510180000,1,Good,Good,0
10510190000,10510190000,1,Good,Good,0
10510200000,10510200000,1,Good,Good,0
10510230000,10510230000,1,Good,Good,0
10510240000,10510240000,1,Good,Good,0
10510260000,10510260000,1,Good,Good,0
10510280000,10510280000,1,Good,Good,0
10510290000,10510290000,1,Good,Good,0
10510300000,10510300000,1,Good,Good,0
10510310000,10510310000,1,Good,Good,0
10510320000,10510320000,1,Good,Good,0
10510330000,10510330000,1,Good,Good,0
10510340000,10510340000,1,Good,Good,0
10510360000,10510360000,1,Good,Good,0
10510380000,10510380000,1,Good,Good,0
10510390000,10510390000,1,Good,Good,0
10510400000,10510400000,1,Good,Good,0
10510411000,10510411000,1,Good,Good,0
10510420000,10510420000,1,Good,Good,0
10510430000,10510430000,1,Good,Good,0
10510440000,10510440000,1,Good,Good,0
10510451000,10510451000,1,Good,Good,0
10510452000,10510452000,1,Good,Good,0
10510461000,10510461000,1,Good,Good,0
10510462000,10510462000,1,Good,Good,0
10510470000,10510470000,1,Good,Good,0
10510480000,10510480000,1,Good,Good,0
10510490000,10510490000,1,Good,Good,0
10510510000,10510510000,1,Good,Good,0
10510522000,10510522000,1,Good,Good,0
10510540000,10510540000,1,Good,Good,0
10510550000,10510550000,1,Good,Good,0
10510560000,10510560000,1,Good,Good,0
10510570000,10510570000,1,Good,Good,0
10510580000,10510580000,1,Good,Good,0
10510590000,10510590000,1,Good,Good,0
10510600000,10510600000,1,Good,Good,0
10510610000,10510610000,1,Good,Good,0
10510620000,10510620000,1,Good,Good,0
10510630000,10510630000,1,Good,Good,0
10510640000,10510640000,1,Good,Good,0
10510650000,10510650000,1,Good,Good,0
10510660000,10510660000,1,Good,Good,0
10510670000,10510670000,1,Good,Good,0
10510680000,10510680000,1,Good,Good,0
10510690000,10510690000,1,Good,Good,0
10510700000,10510700000,1,Good,Good,0
10510710000,10510710000,1,Good,Good,0
10510720000,10510720000,1,Good,Good,0
10510730000,10510730000,1,Good,Good,0
10510740000,10510740000,1,Good,Good,0
10510750000,10510750000,1,Good,Good,0
10510760000,10510760000,1,Good,Good,0
10510770000,10510770000,1,Good,Good,0
10510780000,10510780000,1,Good,Good,0
10510790000,10510790000,1,Good,Good,0
10510800000,10510800000,1,Good,Good,0
10510810000,10510810000,1,Good,Good,0
10510820000,10510820000,1,Good,Good,0
10510830000,10510830000,1,Good,Good,0
10510840000,10510840000,1,Good,Good,0
10510850000,10510850000,1,Good,Good,0
10510860000,10510860000,1,Good,Good,0
10510870000,10510870000,1,Good,Good,0
10510880000,10510880000,1,Good,Good,0
10510890000,10510890000,1,Good,Good,0
10510900000,10510900000,1,Good,Good,0
10510910000,10510910000,1,Good,Good,0
10510930000,10510930000,1,Good,Good,0
10510940000,10510940000,1,Good,Good,0
10510960000,10510960000,1,Good,Good,0
10510970000,10510970000,1,Good,Good,0
10510980000,10510980000,1,Good,Good,0
10510990000,10510990000,1,Good,Good,0
10511020000,10511020000,1,Good,Good,0
10511030000,10511030000,1,Good,Good,0
10511040000,10511040000,1,Good,Good,0
10511050000,10511050000,1,Good,Good,0
10511060000,10511060000,1,Good,Good,0
10511070000,10511070000,1,Good,Good,0
10511080000,10511080000,1,Good,Good,0
10511090000,10511090000,1,Good,Good,0
10511100000,10511100000,1,Good,Good,0
10511120000,10511120000,1,Good,Good,0
10511130000,10511130000,1,Good,Good,0
10511150000,10511150000,1,Good,Good,0
10511160000,10511160000,1,Good,Good,0
10511170000,10511170000,1,Good,Good,0
10511180000,10511180000,1,Good,Good,0
10511190000,10511190000,1,Good,Good,0
10511200000,10511200000,1,Good,Good,0
10511210000,10511210000,1,Good,Good,0
10511220000,10511220000,1,Good,Good,0
10511230000,10511230000,1,Good,Good,0
10511240000,10511240000,1,Good,Good,0
10511250000,10511250000,1,Good,Good,0
10511260000,10511260000,1,Good,Good,0
10511270000,10511270000,1,Good,Good,0
10511280000,10511280000,1,Good,Good,0
10511290000,10511290000,1,Good,Good,0
10511300000,10511300000,1,Good,Good,0
10511310000,10511310000,1,Good,Good,0
10511320000,10511320000,1,Good,Good,0
10511330000,10511330000,1,Good,Good,0
10511341000,10511341000,1,Good,Good,0
10511343000,10511343000,1,Good,Good,0
10511350000,10511350000,1,Good,Good,0
10511360000,10511360000,1,Good,Good,0
10511372000,10511372000,1,Good,Good,0
10511373000,10511373000,1,Good,Good,0
10511380000,10511380000,1,Good,Good,0
10511390000,10511390000,1,Good,Good,0
10511400000,10511400000,1,Good,Good,0
10511410000,10511410000,1,Good,Good,0
10511420000,10511420000,1,Good,Good,0
10511430000,10511430000,1,Good,Good,0
10511441000,10511441000,1,Good,Good,0
10511450000,10511450000,1,Good,Good,0
10511460000,10511460000,1,Good,Good,0
10511471000,10511471000,1,Good,Good,0
10511472000,10511472000,1,Good,Good,0
10511480000,10511480000,1,Good,Good,0
10511490000,10511490000,1,Good,Good,0
10511500000,10511500000,1,Good,Good,0
10511511000,10511511000,1,Good,Good,0
10511512000,10511512000,1,Good,Good,0
10511520000,10511520000,1,Good,Good,0
10511531000,10511531000,1,Good,Good,0
10511532000,10511532000,1,Good,Good,0
10511542000,10511542000,1,Good,Good,0
10511543000,10511543000,1,Good,Good,0
10511544000,10511544000,1,Good,Good,0
10511551000,10511551000,1,Good,Good,0
10511552000,10511552000,1,Good,Good,0
10511553000,10511553000,1,Good,Good,0
10511561000,10511561000,1,Good,Good,0
10511562000,10511562000,1,Good,Good,0
10511563000,10511563000,1,Good,Good,0
10511570000,10511570000,1,Good,Good,0
10511591000,10511591000,1,Good,Good,0
10511600000,10511600000,1,Good,Good,0
10511610000,10511610000,1,Good,Good,0
10511620000,10511620000,1,Good,Good,0
10511630000,10511630000,1,Good,Good,0
10511640000,10511640000,1,Good,Good,0
10511650000,10511650000,1,Good,Good,0
10511660000,10511660000,1,Good,Good,0
10511670000,10511670000,1,Good,Good,0
10511680000,10511680000,1,Good,Good,0
10511690000,10511690000,1,Good,Good,0
10511701000,10511701000,1,Good,Good,0
10511730000,10511730000,1,Good,Good,0
10511740000,10511740000,1,Good,Good,0
10511750000,10511750000,1,Good,Good,0
10511760000,10511760000,1,Good,Good,0
10511770000,10511770000,1,Good,Good,0
10511780000,10511780000,1,Good,Good,0
10511790000,10511790000,1,Good,Good,0
10511830000,10511830000,1,Good,Good,0
10511870000,10511870000,1,Good,Good,0
10511880000,10511880000,1,Good,Good,0
10511910000,10511910000,1,Good,Good,0
10511920000,10511920000,1,Good,Good,0
10511930000,10511930000,1,Good,Good,0
10511940000,10511940000,1,Good,Good,0
10511951000,10511951000,1,Good,Good,0
10511952000,10511952000,1,Good,Good,0
10511960000,10511960000,1,Good,Good,0
10511970000,10511970000,1,Good,Good,0
10511980000,10511980000,1,Good,Good,0
10512010000,10512010000,1,Good,Good,0
10512020000,10512020000,1,Good,Good,0
10512030000,10512030000,1,Good,Good,0
10512040000,10512040000,1,Good,Good,0
10512050000,10512050000,1,Good,Good,0
10512060000,10512060000,1,Good,Good,0
10512070000,10512070000,1,Good,Good,0
10512080000,10512080000,1,Good,Good,0
10512090000,10512090000,1,Good,Good,0
10512100000,10512100000,1,Good,Good,0
10512110000,10512110000,1,Good,Good,0
10512120000,10512120000,1,Good,Good,0
10512130000,10512130000,1,Good,Good,0
10512140000,10512140000,1,Good,Good,0
10512150000,10512150000,1,Good,Good,0
10512160000,10512160000,1,Good,Good,0
10512171000,10512171000,1,Good,Good,0
10512172000,10512172000,1,Good,Good,0
10512180000,10512180000,1,Good,Good,0
10512190000,10512190000,1,Good,Good,0
10512200000,10512200000,1,Good,Good,0
10512210000,10512210000,1,Good,Good,0
10512220000,10512220000,1,Good,Good,0
10512230000,10512230000,1,Good,Good,0
10512240000,10512240000,1,Good,Good,0
10512250000,10512250000,1,Good,Good,0
10512260000,10512260000,1,Good,Good,0
10512270000,10512270000,1,Good,Good,0
10512280000,10512280000,1,Good,Good,0
10512290000,10512290000,1,Good,Good,0
10512301000,10512301000,1,Good,Good,0
10512302000,10512302000,1,Good,Good,0
10512304000,10512304000,1,Good,Good,0
10512305000,10512305000,1,Good,Good,0
10512306000,10512306000,1,Good,Good,0
10512330000,10512330000,1,Good,Good,0
10512360000,10512360000,1,Good,Good,0
10512371000,10512371000,1,Good,Good,0
10512383000,10512383000,1,Good,Good,0
10512390000,10512390000,1,Good,Good,0
10512400000,10512400000,1,Good,Good,0
10512411000,10512411000,1,Good,Good,0
10512413000,10512413000,1,Good,Good,0
10512420000,10512420000,1,Good,Good,0
10512431000,10512431000,1,Good,Good,0
10512432000,10512432000,1,Good,Good,0
10512440000,10512440000,1,Good,Good,0
10512461000,10512461000,1,Good,Good,0
10512463000,10512463000,1,Good,Good,0
10512471000,10512471000,1,Good,Good,0
10512472000,10512472000,1,Good,Good,0
10512490000,10512490000,1,Good,Good,0
10512500000,10512500000,1,Good,Good,0
10512510000,10512510000,1,Good,Good,0
10512520000,10512520000,1,Good,Good,0
10512530000,10512530000,1,Good,Good,0
10512540000,10512540000,1,Good,Good,0
10512550000,10512550000,1,Good,Good,0
10512560000,10512560000,1,Good,Good,0
10512570000,10512570000,1,Good,Good,0
10512580000,10512580000,1,Good,Good,0
10512590000,10512590000,1,Good,Good,0
10512600000,10512600000,1,Good,Good,0
10512610000,10512610000,1,Good,Good,0
10512620000,10512620000,1,Good,Good,0
10512630000,10512630000,1,Good,Good,0
10512640000,10512640000,1,Good,Good,0
10512651000,10512651000,1,Good,Good,0
10512652000,10512652000,1,Good,Good,0
10512660000,10512660000,1,Good,Good,0
10512671000,10512671000,1,Good,Good,0
10512672000,10512672000,1,Good,Good,0
10512681000,10512681000,1,Good,Good,0
10512682000,10512682000,1,Good,Good,0
10512690000,10512690000,1,Good,Good,0
10512701000,10512701000,1,Good,Good,0
10512740000,10512740000,1,Good,Good,0
10512750000,10512750000,1,Good,Good,0
10512760000,10512760000,1,Good,Good,0
10512770000,10512770000,1,Good,Good,0
10512780000,10512780000,1,Good,Good,0
10512790000,10512790000,1,Good,Good,0
10512800000,10512800000,1,Good,Good,0
10512810000,10512810000,1,Good,Good,0
10512820000,10512820000,1,Good,Good,0
10512831000,10512831000,1,Good,Good,0
10512832000,10512832000,1,Good,Good,0
10512841000,10512841000,1,Good,Good,0
10512842000,10512842000,1,Good,Good,0
10512851000,10512851000,1,Good,Good,0
10512852000,10512852000,1,Good,Good,0
10512853000,10512853000,1,Good,Good,0
10512860000,10512860000,1,Good,Good,0
10512890000,10512890000,1,Good,Good,0
10512910000,10512910000,1,Good,Good,0
10512920000,10512920000,1,Good,Good,0
10512930000,10512930000,1,Good,Good,0
10512940000,10512940000,1,Good,Good,0
10512960000,10512960000,1,Good,Good,0
10512970000,10512970000,1,Good,Good,0
10512980000,10512980000,1,Good,Good,0
10512990000,10512990000,1,Good,Good,0
10513000000,10513000000,1,Good,Good,0
10513010000,10513010000,1,Good,Good,0
10513020000,10513020000,1,Good,Good,0
10513031000,10513031000,1,Good,Good,0
10513032000,10513032000,1,Good,Good,0
10513033000,10513033000,1,Good,Good,0
10513040000,10513040000,1,Good,Good,0
10513051000,10513051000,1,Good,Good,0
10513052000,10513052000,1,Good,Good,0
10513053000,10513053000,1,Good,Good,0
10513054000,10513054000,1,Good,Good,0
10513060000,10513060000,1,Good,Good,0
10513070000,10513070000,1,Good,Good,0
10513080000,10513080000,1,Good,Good,0
10513090000,10513090000,1,Good,Good,0
10513100000,10513100000,1,Good,Good,0
10513110000,10513110000,1,Good,Good,0
10513120000,10513120000,1,Good,Good,0
10513130000,10513130000,1,Good,Good,0
10513140000,10513140000,1,Good,Good,0
10513150000,10513150000,1,Good,Good,0
10513160000,10513160000,1,Good,Good,0
10513170000,10513170000,1,Good,Good,0
10513180000,10513180000,1,Good,Good,0
10513190000,10513190000,1,Good,Good,0
10513200000,10513200000,1,Good,Good,0
10513210000,10513210000,1,Good,Good,0
10513220000,10513220000,1,Good,Good,0
10513230000,10513230000,1,Good,Good,0
10513241000,10513241000,1,Good,Good,0
10513242000,10513242000,1,Good,Good,0
10513250000,10513250000,1,Good,Good,0
10513260000,10513260000,1,Good,Good,0
10513270000,10513270000,1,Good,Good,0
10513290000,10513290000,1,Good,Good,0
10513300000,10513300000,1,Good,Good,0
10513310000,10513310000,1,Good,Good,0
10513320000,10513320000,1,Good,Good,0
10513330000,10513330000,1,Good,Good,0
10513340000,11220610000,0.9666665,Good,Good,0
10513340000,11225930000,0.0333335,Poor,Good,0
10513350000,10513350000,1,Good,Good,0
10513360000,10513360000,1,Good,Good,0
10513370000,10513370000,1,Good,Good,0
10513380000,10513380000,1,Good,Good,0
10513390000,10513390000,1,Good,Good,0
10513400000,10513400000,1,Good,Good,0
10513410000,10513410000,1,Good,Good,0
10513450000,10513450000,1,Good,Good,0
10513460000,10513460000,1,Good,Good,0
10513490000,10513490000,1,Good,Good,0
10513500000,10513500000,1,Good,Good,0
10513510000,10513510000,1,Good,Good,0
10513520000,10513520000,1,Good,Good,0
10513530000,10513530000,1,Good,Good,0
10513540000,10513540000,1,Good,Good,0
10513550000,10513550000,1,Good,Good,0
10513560000,10513560000,1,Good,Good,0
10513570000,10513570000,1,Good,Good,0
10513580000,10513580000,1,Good,Good,0
10513590000,10513590000,1,Good,Good,0
10513600000,10513600000,1,Good,Good,0
10513610000,10513610000,1,Good,Good,0
10513620000,10513620000,1,Good,Good,0
10513630000,10513630000,1,Good,Good,0
10513650000,10513650000,1,Good,Good,0
10513660000,10513660000,1,Good,Good,0
10513670000,10513670000,1,Good,Good,0
10513680000,10513680000,1,Good,Good,0
10513690000,10513690000,1,Good,Good,0
10513720000,10513720000,1,Good,Good,0
10513730000,10513730000,1,Good,Good,0
10513740000,10513740000,1,Good,Good,0
10513750000,10513750000,1,Good,Good,0
10513760000,10513760000,1,Good,Good,0
10513770000,10513770000,1,Good,Good,0
10513781000,10513781000,1,Good,Good,0
10513782000,10513782000,1,Good,Good,0
10513790000,10513790000,1,Good,Good,0
10513800000,10513800000,1,Good,Good,0
10513810000,10513810000,1,Good,Good,0
10513820000,10513820000,1,Good,Good,0
10513841000,10513841000,1,Good,Good,0
10513850000,10513850000,1,Good,Good,0
10513860000,10513860000,1,Good,Good,0
10513870000,10513870000,1,Good,Good,0
10513880000,10513880000,1,Good,Good,0
10513890000,10513890000,1,Good,Good,0
10513900000,10513900000,1,Good,Good,0
10513910000,10513910000,1,Good,Good,0
10513921000,10513921000,1,Good,Good,0
10513922000,10513922000,1,Good,Good,0
10513940000,10513940000,1,Good,Good,0
10513950000,10513950000,1,Good,Good,0
10513970000,10513970000,1,Good,Good,0
10514010000,10514010000,1,Good,Good,0
10514020000,10514020000,1,Good,Good,0
10514030000,10514030000,1,Good,Good,0
10514040000,10514040000,1,Good,Good,0
10514060000,10514060000,1,Good,Good,0
10514070000,10514070000,1,Good,Good,0
10514080000,10514080000,1,Good,Good,0
10514090000,10514090000,1,Good,Good,0
10514120000,10514120000,1,Good,Good,0
10514130000,10514130000,1,Good,Good,0
10514140000,10514140000,1,Good,Good,0
10514180000,10514180000,1,Good,Good,0
10514210000,10514210000,1,Good,Good,0
10514220000,10514220000,1,Good,Good,0
10514230000,10514230000,1,Good,Good,0
10514240000,10514240000,1,Good,Good,0
10514250000,10514250000,1,Good,Good,0
10514260000,10514260000,1,Good,Good,0
10514270000,10514270000,1,Good,Good,0
10514280000,10514280000,1,Good,Good,0
10514290000,10514290000,1,Good,Good,0
10514300000,10514300000,1,Good,Good,0
10514310000,10514310000,1,Good,Good,0
10514320000,10514320000,1,Good,Good,0
10514330000,10514330000,1,Good,Good,0
10514340000,10514340000,1,Good,Good,0
10514350000,10514350000,1,Good,Good,0
10514360000,10514360000,1,Good,Good,0
10514370000,10514370000,1,Good,Good,0
10514380000,10514380000,1,Good,Good,0
10514390000,10514390000,1,Good,Good,0
10514400000,10514400000,1,Good,Good,0
10514440000,10514440000,1,Good,Good,0
10514450000,10514450000,1,Good,Good,0
10514460000,10514460000,1,Good,Good,0
10514470000,10514470000,1,Good,Good,0
10514480000,10514480000,1,Good,Good,0
10514500000,10514500000,1,Good,Good,0
10514510000,10514510000,1,Good,Good,0
10514520000,10514520000,1,Good,Good,0
10514530000,10514530000,1,Good,Good,0
10514540000,10514540000,1,Good,Good,0
10514550000,10514550000,1,Good,Good,0
10514560000,10514560000,1,Good,Good,0
10514570000,10514570000,1,Good,Good,0
10514580000,10514580000,1,Good,Good,0
10514590000,10514590000,1,Good,Good,0
10514600000,10514600000,1,Good,Good,0
10514610000,10514610000,1,Good,Good,0
10514620000,10514620000,1,Good,Good,0
10514630000,10514630000,1,Good,Good,0
10514640000,11220900000,0.1538461,Poor,Good,0
10514640000,11221650000,0.7692306,Acceptable,Good,0
10514640000,11221660000,0.0384617,Poor,Good,0
10514640000,11221670000,0.0384615,Acceptable,Good,0
10514651000,10514651000,1,Good,Good,0
10514652000,10514652000,1,Good,Good,0
10514670000,10514670000,1,Good,Good,0
10514680000,11221670000,1,Acceptable,Good,0
10514690000,10514690000,1,Good,Good,0
10514700000,10514700000,1,Good,Good,0
10514710000,10514710000,1,Good,Good,0
10514720000,10514720000,1,Good,Good,0
10514730000,10514730000,1,Good,Good,0
10514740000,10514740000,1,Good,Good,0
10514750000,10514750000,1,Good,Good,0
10514760000,10514760000,1,Good,Good,0
10514770000,10514770000,1,Good,Good,0
10514780000,10514780000,1,Good,Good,0
10514790000,10514790000,1,Good,Good,0
10514800000,10514800000,1,Good,Good,0
10514810000,10514810000,1,Good,Good,0
10514820000,10514820000,1,Good,Good,0
10514830000,10514830000,1,Good,Good,0
10514840000,10514840000,1,Good,Good,0
10514880000,10514880000,1,Good,Good,0
10514890000,10514890000,1,Good,Good,0
10514900000,10514900000,1,Good,Good,0
10514920000,10514920000,1,Good,Good,0
10514930000,10514930000,1,Good,Good,0
10514940000,10514940000,1,Good,Good,0
10514950000,10514950000,1,Good,Good,0
10514960000,10514960000,1,Good,Good,0
10514970000,10514970000,1,Good,Good,0
10514980000,10514980000,1,Good,Good,0
10514990000,10514990000,1,Good,Good,0
10515000000,10515000000,1,Good,Good,0
10515010000,10515010000,1,Good,Good,0
10515020000,10515020000,1,Good,Good,0
10515030000,10515030000,1,Good,Good,0
10515040000,10515040000,1,Good,Good,0
10515062000,10515062000,1,Good,Good,0
10515070000,10515070000,1,Good,Good,0
10515080000,10515080000,1,Good,Good,0
10515090000,10515090000,1,Good,Good,0
10515110000,10515110000,1,Good,Good,0
10515160000,10515160000,1,Good,Good,0
10515170000,10515170000,1,Good,Good,0
10515180000,10515180000,1,Good,Good,0
10515190000,10515190000,1,Good,Good,0
10515220000,10515220000,1,Good,Good,0
10515230000,10515230000,1,Good,Good,0
10515240000,10515240000,1,Good,Good,0
10515250000,10515250000,1,Good,Good,0
10515260000,10515260000,1,Good,Good,0
10515270000,10515270000,1,Good,Good,0
10515280000,10515280000,1,Good,Good,0
10515290000,10515290000,1,Good,Good,0
10515300000,10515300000,1,Good,Good,0
10515310000,10515310000,1,Good,Good,0
10515320000,10515320000,1,Good,Good,0
10515330000,10515330000,1,Good,Good,0
10515340000,10515340000,1,Good,Good,0
10515350000,10515350000,1,Good,Good,0
10515360000,10515360000,1,Good,Good,0
10515380000,10515380000,1,Good,Good,0
10515400000,10515400000,1,Good,Good,0
10515410000,10515410000,1,Good,Good,0
10515420000,10515420000,1,Good,Good,0
10515430000,10515430000,1,Good,Good,0
10515440000,10515440000,1,Good,Good,0
10515450000,10515450000,1,Good,Good,0
10515460000,10515460000,1,Good,Good,0
10515470000,10515470000,1,Good,Good,0
10515480000,10515480000,1,Good,Good,0
10515490000,10515490000,1,Good,Good,0
10515500000,10515500000,1,Good,Good,0
10515510000,10515510000,1,Good,Good,0
10515520000,10515520000,1,Good,Good,0
10515530000,10515530000,1,Good,Good,0
10515540000,10515540000,1,Good,Good,0
10515550000,10515550000,1,Good,Good,0
10515570000,10515570000,1,Good,Good,0
10515581000,10515581000,1,Good,Good,0
10515610000,10515610000,1,Good,Good,0
10515650000,10515650000,1,Good,Good,0
10515661000,11214530000,0.4545455,Poor,Good,0
10515661000,11228160000,0.5454545,Poor,Good,0
10515662000,10515662000,1,Good,Good,0
10515663000,10515663000,1,Good,Good,0
10515664000,10515664000,1,Good,Good,0
10515670000,10515670000,1,Good,Good,0
10515681000,10515681000,1,Good,Good,0
10515683000,10515683000,1,Good,Good,0
10515684000,10515684000,1,Good,Good,0
10515690000,10515690000,1,Good,Good,0
10515710000,10515710000,1,Good,Good,0
10515720000,10515720000,1,Good,Good,0
10515730000,10515730000,1,Good,Good,0
10515740000,10515740000,1,Good,Good,0
10515760000,10515760000,1,Good,Good,0
10515770000,10515770000,1,Good,Good,0
10515780000,10515780000,1,Good,Good,0
10515790000,10515790000,1,Good,Good,0
10515800000,10515800000,1,Good,Good,0
10515810000,10515810000,1,Good,Good,0
10515820000,10515820000,1,Good,Good,0
10515830000,10515830000,1,Good,Good,0
10515840000,10515840000,1,Good,Good,0
10515850000,10515850000,1,Good,Good,0
10515860000,10515860000,1,Good,Good,0
10515870000,10515870000,1,Good,Good,0
10515880000,10515880000,1,Good,Good,0
10515890000,10515890000,1,Good,Good,0
10515901000,10515901000,1,Good,Good,0
10515902000,10515902000,1,Good,Good,0
10515904000,10515904000,1,Good,Good,0
10515905000,10515905000,1,Good,Good,0
10515906000,10515906000,1,Good,Good,0
10515907000,10515907000,1,Good,Good,0
10515908000,10515908000,1,Good,Good,0
10515910000,10515910000,1,Good,Good,0
10515920000,10515920000,1,Good,Good,0
10515930000,10515930000,1,Good,Good,0
10515940000,10515940000,1,Good,Good,0
10515950000,10515950000,1,Good,Good,0
10515960000,10515960000,1,Good,Good,0
10515970000,10515970000,1,Good,Good,0
10515980000,10515980000,1,Good,Good,0
10515990000,10515990000,1,Good,Good,0
10516000000,10516000000,1,Good,Good,0
10516010000,10516010000,1,Good,Good,0
10516020000,10516020000,1,Good,Good,0
10516030000,10516030000,1,Good,Good,0
10516040000,10516040000,1,Good,Good,0
10516050000,10516050000,1,Good,Good,0
10516060000,10516060000,1,Good,Good,0
10516070000,10516070000,1,Good,Good,0
10516080000,10516080000,1,Good,Good,0
10516090000,10516090000,1,Good,Good,0
10516100000,10516100000,1,Good,Good,0
10516110000,10516110000,1,Good,Good,0
10516121000,10516121000,1,Good,Good,0
10516122000,10516122000,1,Good,Good,0
10516123000,10516123000,1,Good,Good,0
