MB_CODE_2016,MB_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
20322620000,20322620000,1,Good,Good,0
20322630000,20322630000,1,Good,Good,0
20322640000,20322640000,1,Good,Good,0
20322650000,20322650000,1,Good,Good,0
20322660000,20322660000,1,Good,Good,0
20322680000,20322680000,1,Good,Good,0
20322690000,20322690000,1,Good,Good,0
20322700000,20322700000,1,Good,Good,0
20322710000,20322710000,1,Good,Good,0
20322720000,20322720000,1,Good,Good,0
20322730000,20322730000,1,Good,Good,0
20322740000,20322740000,1,Good,Good,0
20322750000,20322750000,1,Good,Good,0
20322760000,20322760000,1,Good,Good,0
20322770000,20322770000,1,Good,Good,0
20322780000,20322780000,1,Good,Good,0
20322790000,20322790000,1,Good,Good,0
20322800000,20322800000,1,Good,Good,0
20322810000,20322810000,1,Good,Good,0
20322830000,20322830000,1,Good,Good,0
20322840000,20322840000,1,Good,Good,0
20322850000,20322850000,1,Good,Good,0
20322860000,20322860000,1,Good,Good,0
20322870000,20322870000,1,Good,Good,0
20322880000,20322880000,1,Good,Good,0
20322890000,20322890000,1,Good,Good,0
20322900000,20322900000,1,Good,Good,0
20322910000,20322910000,1,Good,Good,0
20322920000,20322920000,1,Good,Good,0
20322930000,20322930000,1,Good,Good,0
20322940000,20322940000,1,Good,Good,0
20322950000,20322950000,1,Good,Good,0
20322960000,20322960000,1,Good,Good,0
20322970000,20322970000,1,Good,Good,0
20322980000,20322980000,1,Good,Good,0
20322990000,20322990000,1,Good,Good,0
20323000000,20323000000,1,Good,Good,0
20323010000,20323010000,1,Good,Good,0
20323020000,20323020000,1,Good,Good,0
20323030000,20323030000,1,Good,Good,0
20323040000,20323040000,1,Good,Good,0
20323050000,20323050000,1,Good,Good,0
20323060000,20323060000,1,Good,Good,0
20323070000,20323070000,1,Good,Good,0
20323080000,20323080000,1,Good,Good,0
20323090000,20323090000,1,Good,Good,0
20323100000,20323100000,1,Good,Good,0
20323110000,20323110000,1,Good,Good,0
20323120000,20323120000,1,Good,Good,0
20323130000,20323130000,1,Good,Good,0
20323140000,20323140000,1,Good,Good,0
20323150000,20323150000,1,Good,Good,0
20323160000,20323160000,1,Good,Good,0
20323170000,20323170000,1,Good,Good,0
20323180000,20323180000,1,Good,Good,0
20323190000,20323190000,1,Good,Good,0
20323200000,20323200000,1,Good,Good,0
20323210000,20323210000,1,Good,Good,0
20323220000,20323220000,1,Good,Good,0
20323230000,20323230000,1,Good,Good,0
20323241000,20323241000,1,Good,Good,0
20323242000,20323242000,1,Good,Good,0
20323250000,20323250000,1,Good,Good,0
20323260000,20323260000,1,Good,Good,0
20323270000,20323270000,1,Good,Good,0
20323280000,20323280000,1,Good,Good,0
20323290000,20323290000,1,Good,Good,0
20323300000,20323300000,1,Good,Good,0
20323310000,20323310000,1,Good,Good,0
20323320000,20323320000,1,Good,Good,0
20323330000,21344550000,0.1208791,Poor,Good,0
20323330000,21344560000,0.8791209,Acceptable,Good,0
20323340000,20323340000,1,Good,Good,0
20323350000,20323350000,1,Good,Good,0
20323360000,20323360000,1,Good,Good,0
20323370000,20323370000,1,Good,Good,0
20323380000,20323380000,1,Good,Good,0
20323390000,20323390000,1,Good,Good,0
20323400000,20323400000,1,Good,Good,0
20323410000,20323410000,1,Good,Good,0
20323421000,20323421000,1,Good,Good,0
20323422000,20323422000,1,Good,Good,0
20323430000,20323430000,1,Good,Good,0
20323440000,20323440000,1,Good,Good,0
20323450000,20323450000,1,Good,Good,0
20323460000,20323460000,1,Good,Good,0
20323470000,20323470000,1,Good,Good,0
20323480000,20323480000,1,Good,Good,0
20323490000,20323490000,1,Good,Good,0
20323500000,20323500000,1,Good,Good,0
20323510000,20323510000,1,Good,Good,0
20323520000,20323520000,1,Good,Good,0
20323530000,20323530000,1,Good,Good,0
20323540000,20323540000,1,Good,Good,0
20323550000,20323550000,1,Good,Good,0
20323560000,20323560000,1,Good,Good,0
20323570000,20323570000,1,Good,Good,0
20323580000,20323580000,1,Good,Good,0
20323590000,20323590000,1,Good,Good,0
20323600000,20323600000,1,Good,Good,0
20323610000,20323610000,1,Good,Good,0
20323620000,20323620000,1,Good,Good,0
20323630000,20323630000,1,Good,Good,0
20323640000,20323640000,1,Good,Good,0
20323650000,20323650000,1,Good,Good,0
20323660000,20323660000,1,Good,Good,0
20323670000,20323670000,1,Good,Good,0
20323680000,20323680000,1,Good,Good,0
20323690000,20323690000,1,Good,Good,0
20323700000,20323700000,1,Good,Good,0
20323710000,20323710000,1,Good,Good,0
20323720000,20323720000,1,Good,Good,0
20323730000,20323730000,1,Good,Good,0
20323740000,20323740000,1,Good,Good,0
20323750000,20323750000,1,Good,Good,0
20323760000,20323760000,1,Good,Good,0
20323770000,20323770000,1,Good,Good,0
20323780000,20323780000,1,Good,Good,0
20323790000,20323790000,1,Good,Good,0
20323800000,20323800000,1,Good,Good,0
20323810000,20323810000,1,Good,Good,0
20323820000,20323820000,1,Good,Good,0
20323830000,20323830000,1,Good,Good,0
20323840000,20323840000,1,Good,Good,0
20323851000,20323851000,1,Good,Good,0
20323852000,20323852000,1,Good,Good,0
20323860000,20323860000,1,Good,Good,0
20323870000,20323870000,1,Good,Good,0
20323880000,20323880000,1,Good,Good,0
20323890000,20323890000,1,Good,Good,0
20323900000,20323900000,1,Good,Good,0
20323910000,20323910000,1,Good,Good,0
20323920000,20323920000,1,Good,Good,0
20323930000,20323930000,1,Good,Good,0
20323940000,20323940000,1,Good,Good,0
20323950000,20323950000,1,Good,Good,0
20323960000,20323960000,1,Good,Good,0
20323970000,20323970000,1,Good,Good,0
20323980000,20323980000,1,Good,Good,0
20323990000,20323990000,1,Good,Good,0
20324000000,20324000000,1,Good,Good,0
20324010000,20324010000,1,Good,Good,0
20324020000,20324020000,1,Good,Good,0
20324030000,20324030000,1,Good,Good,0
20324041000,20324041000,1,Good,Good,0
20324042000,20324042000,1,Good,Good,0
20324050000,20324050000,1,Good,Good,0
20324060000,20324060000,1,Good,Good,0
20324070000,20324070000,1,Good,Good,0
20324080000,20324080000,1,Good,Good,0
20324090000,20324090000,1,Good,Good,0
20324100000,20324100000,1,Good,Good,0
20324110000,20324110000,1,Good,Good,0
20324121000,20324121000,1,Good,Good,0
20324122000,20324122000,1,Good,Good,0
20324130000,20324130000,1,Good,Good,0
20324140000,20324140000,1,Good,Good,0
20324150000,20324150000,1,Good,Good,0
20324160000,20324160000,1,Good,Good,0
20324170000,20324170000,1,Good,Good,0
20324180000,20324180000,1,Good,Good,0
20324190000,20324190000,1,Good,Good,0
20324200000,20324200000,1,Good,Good,0
20324210000,20324210000,1,Good,Good,0
20324220000,20324220000,1,Good,Good,0
20324230000,20324230000,1,Good,Good,0
20324240000,20324240000,1,Good,Good,0
20324250000,20324250000,1,Good,Good,0
20324260000,20324260000,1,Good,Good,0
20324271000,20324271000,1,Good,Good,0
20324272000,20324272000,1,Good,Good,0
20324280000,20324280000,1,Good,Good,0
20324290000,20324290000,1,Good,Good,0
20324300000,20324300000,1,Good,Good,0
20324310000,20324310000,1,Good,Good,0
20324320000,20324320000,1,Good,Good,0
20324330000,20324330000,1,Good,Good,0
20324340000,20324340000,1,Good,Good,0
20324351000,20324351000,1,Good,Good,0
20324352000,20324352000,1,Good,Good,0
20324360000,20324360000,1,Good,Good,0
20324370000,20324370000,1,Good,Good,0
20324380000,20324380000,1,Good,Good,0
20324390000,20324390000,1,Good,Good,0
20324400000,20324400000,1,Good,Good,0
20324410000,20324410000,1,Good,Good,0
20324420000,20324420000,1,Good,Good,0
20324430000,20324430000,1,Good,Good,0
20324440000,20324440000,1,Good,Good,0
20324450000,20324450000,1,Good,Good,0
20324460000,20324460000,1,Good,Good,0
20324470000,20324470000,1,Good,Good,0
20324480000,20324480000,1,Good,Good,0
20324490000,20324490000,1,Good,Good,0
20324500000,20324500000,1,Good,Good,0
20324511000,20324511000,1,Good,Good,0
20324512000,20324512000,1,Good,Good,0
20324520000,20324520000,1,Good,Good,0
20324530000,20324530000,1,Good,Good,0
20324540000,20324540000,1,Good,Good,0
20324550000,20324550000,1,Good,Good,0
20324560000,20324560000,1,Good,Good,0
20324570000,20324570000,1,Good,Good,0
20324581000,20324581000,1,Good,Good,0
20324582000,20324582000,1,Good,Good,0
20324583000,20324583000,1,Good,Good,0
20324590000,20324590000,1,Good,Good,0
20324600000,20324600000,1,Good,Good,0
20324610000,20324610000,1,Good,Good,0
20324620000,20324620000,1,Good,Good,0
20324630000,20324630000,1,Good,Good,0
20324640000,20324640000,1,Good,Good,0
20324650000,20324650000,1,Good,Good,0
20324660000,20324660000,1,Good,Good,0
20324670000,20324670000,1,Good,Good,0
20324680000,20324680000,1,Good,Good,0
20324690000,20324690000,1,Good,Good,0
20324700000,20324700000,1,Good,Good,0
20324710000,20324710000,1,Good,Good,0
20324720000,20324720000,1,Good,Good,0
20324730000,20324730000,1,Good,Good,0
20324740000,20324740000,1,Good,Good,0
20324750000,20324750000,1,Good,Good,0
20324760000,20324760000,1,Good,Good,0
20324770000,20324770000,1,Good,Good,0
20324780000,20324780000,1,Good,Good,0
20324790000,20324790000,1,Good,Good,0
20324800000,20324800000,1,Good,Good,0
20324810000,20324810000,1,Good,Good,0
20324820000,20324820000,1,Good,Good,0
20324830000,20324830000,1,Good,Good,0
20324840000,20324840000,1,Good,Good,0
20324850000,20324850000,1,Good,Good,0
20324860000,20324860000,1,Good,Good,0
20324870000,20324870000,1,Good,Good,0
20324880000,20324880000,1,Good,Good,0
20324890000,20324890000,1,Good,Good,0
20324900000,20324900000,1,Good,Good,0
20324910000,20324910000,1,Good,Good,0
20324920000,20324920000,1,Good,Good,0
20324930000,20324930000,1,Good,Good,0
20324940000,20324940000,1,Good,Good,0
20324950000,20324950000,1,Good,Good,0
20324960000,20324960000,1,Good,Good,0
20324970000,20324970000,1,Good,Good,0
20324980000,20324980000,1,Good,Good,0
20324990000,20324990000,1,Good,Good,0
20325000000,20325000000,1,Good,Good,0
20325010000,20325010000,1,Good,Good,0
20325020000,20325020000,1,Good,Good,0
20325040000,20325040000,1,Good,Good,0
20325050000,20325050000,1,Good,Good,0
20325060000,20325060000,1,Good,Good,0
20325070000,20325070000,1,Good,Good,0
20325080000,20325080000,1,Good,Good,0
20325090000,20325090000,1,Good,Good,0
20325100000,20325100000,1,Good,Good,0
20325110000,20325110000,1,Good,Good,0
20325120000,20325120000,1,Good,Good,0
20325130000,20325130000,1,Good,Good,0
20325140000,20325140000,1,Good,Good,0
20325150000,20325150000,1,Good,Good,0
20325160000,20325160000,1,Good,Good,0
20325170000,20325170000,1,Good,Good,0
20325180000,20325180000,1,Good,Good,0
20325190000,20325190000,1,Good,Good,0
20325200000,20325200000,1,Good,Good,0
20325210000,20325210000,1,Good,Good,0
20325220000,20325220000,1,Good,Good,0
20325230000,20325230000,1,Good,Good,0
20325240000,20325240000,1,Good,Good,0
20325250000,20325250000,1,Good,Good,0
20325261000,20325261000,1,Good,Good,0
20325262000,20325262000,1,Good,Good,0
20325270000,20325270000,1,Good,Good,0
20325280000,20325280000,1,Good,Good,0
20325290000,20325290000,1,Good,Good,0
20325300000,20325300000,1,Good,Good,0
20325310000,20325310000,1,Good,Good,0
20325320000,20325320000,1,Good,Good,0
20325330000,20325330000,1,Good,Good,0
20325341000,20325341000,1,Good,Good,0
20325342000,20325342000,1,Good,Good,0
20325350000,20325350000,1,Good,Good,0
20325360000,20325360000,1,Good,Good,0
20325370000,20325370000,1,Good,Good,0
20325380000,20325380000,1,Good,Good,0
20325390000,20325390000,1,Good,Good,0
20325400000,20325400000,1,Good,Good,0
20325410000,20325410000,1,Good,Good,0
20325420000,20325420000,1,Good,Good,0
20325430000,20325430000,1,Good,Good,0
20325440000,20325440000,1,Good,Good,0
20325450000,20325450000,1,Good,Good,0
20325460000,20325460000,1,Good,Good,0
20325470000,20325470000,1,Good,Good,0
20325480000,20325480000,1,Good,Good,0
20325490000,20325490000,1,Good,Good,0
20325500000,20325500000,1,Good,Good,0
20325510000,20325510000,1,Good,Good,0
20325520000,20325520000,1,Good,Good,0
20325531000,20325531000,1,Good,Good,0
20325532000,20325532000,1,Good,Good,0
20325533000,20325533000,1,Good,Good,0
20325534000,20325534000,1,Good,Good,0
20325535000,20325535000,1,Good,Good,0
20325540000,20325540000,1,Good,Good,0
20325550000,20325550000,1,Good,Good,0
20325560000,20325560000,1,Good,Good,0
20325570000,20325570000,1,Good,Good,0
20325580000,20325580000,1,Good,Good,0
20325590000,20325590000,1,Good,Good,0
20325600000,20325600000,1,Good,Good,0
20325610000,20325610000,1,Good,Good,0
20325620000,20325620000,1,Good,Good,0
20325630000,20325630000,1,Good,Good,0
20325640000,20325640000,1,Good,Good,0
20325650000,20325650000,1,Good,Good,0
20325660000,20325660000,1,Good,Good,0
20325671000,20325671000,1,Good,Good,0
20325672000,20325672000,1,Good,Good,0
20325680000,20325680000,1,Good,Good,0
20325690000,20325690000,1,Good,Good,0
20325700000,20325700000,1,Good,Good,0
20325710000,20325710000,1,Good,Good,0
20325720000,20325720000,1,Good,Good,0
20325730000,20325730000,1,Good,Good,0
20325740000,20325740000,1,Good,Good,0
20325750000,20325750000,1,Good,Good,0
20325760000,20325760000,1,Good,Good,0
20325770000,20325770000,1,Good,Good,0
20325780000,20325780000,1,Good,Good,0
20325790000,20325790000,1,Good,Good,0
20325810000,20325810000,1,Good,Good,0
20325820000,20325820000,1,Good,Good,0
20325830000,20325830000,1,Good,Good,0
20325840000,20325840000,1,Good,Good,0
20325850000,20325850000,1,Good,Good,0
20325860000,20325860000,1,Good,Good,0
20325870000,20325870000,1,Good,Good,0
20325881000,20325881000,1,Good,Good,0
20325882000,20325882000,1,Good,Good,0
20325883000,20325883000,1,Good,Good,0
20325890000,20325890000,1,Good,Good,0
20325901000,20325901000,1,Good,Good,0
20325902000,20325902000,1,Good,Good,0
20325903000,20325903000,1,Good,Good,0
20325910000,20325910000,1,Good,Good,0
20325920000,20325920000,1,Good,Good,0
20325930000,20325930000,1,Good,Good,0
20325940000,20325940000,1,Good,Good,0
20325950000,20325950000,1,Good,Good,0
20325960000,20325960000,1,Good,Good,0
20325970000,20325970000,1,Good,Good,0
20325980000,20325980000,1,Good,Good,0
20325990000,20325990000,1,Good,Good,0
20326000000,20326000000,1,Good,Good,0
20326010000,20326010000,1,Good,Good,0
20326020000,20326020000,1,Good,Good,0
20326030000,20326030000,1,Good,Good,0
20326040000,20326040000,1,Good,Good,0
20326050000,20326050000,1,Good,Good,0
20326060000,20326060000,1,Good,Good,0
20326070000,20326070000,1,Good,Good,0
20326080000,20326080000,1,Good,Good,0
20326091000,20326091000,1,Good,Good,0
20326092000,20326092000,1,Good,Good,0
20326093000,20326093000,1,Good,Good,0
20326100000,20326100000,1,Good,Good,0
20326110000,20326110000,1,Good,Good,0
20326120000,20326120000,1,Good,Good,0
20326130000,20326130000,1,Good,Good,0
20326140000,20326140000,1,Good,Good,0
20326150000,20326150000,1,Good,Good,0
20326160000,20326160000,1,Good,Good,0
20326170000,20326170000,1,Good,Good,0
20326180000,20326180000,1,Good,Good,0
20326190000,20326190000,1,Good,Good,0
20326200000,20326200000,1,Good,Good,0
20326210000,20326210000,1,Good,Good,0
20326220000,20326220000,1,Good,Good,0
20326230000,20326230000,1,Good,Good,0
20326240000,20326240000,1,Good,Good,0
20326250000,20326250000,1,Good,Good,0
20326260000,20326260000,1,Good,Good,0
20326270000,20326270000,1,Good,Good,0
20326281000,20326281000,1,Good,Good,0
20326282000,20326282000,1,Good,Good,0
20326290000,20326290000,1,Good,Good,0
20326300000,20326300000,1,Good,Good,0
20326310000,20326310000,1,Good,Good,0
20326320000,20326320000,1,Good,Good,0
20326330000,20326330000,1,Good,Good,0
20326340000,20326340000,1,Good,Good,0
20326350000,20326350000,1,Good,Good,0
20326360000,20326360000,1,Good,Good,0
20326370000,20326370000,1,Good,Good,0
20326380000,20326380000,1,Good,Good,0
20326390000,20326390000,1,Good,Good,0
20326400000,20326400000,1,Good,Good,0
20326410000,20326410000,1,Good,Good,0
20326420000,20326420000,1,Good,Good,0
20326440000,20326440000,1,Good,Good,0
20326450000,20326450000,1,Good,Good,0
20326460000,20326460000,1,Good,Good,0
20326470000,20326470000,1,Good,Good,0
20326480000,20326480000,1,Good,Good,0
20326490000,20326490000,1,Good,Good,0
20326500000,20326500000,1,Good,Good,0
20326510000,20326510000,1,Good,Good,0
20326520000,20326520000,1,Good,Good,0
20326540000,20326540000,1,Good,Good,0
20326550000,20326550000,1,Good,Good,0
20326560000,20326560000,1,Good,Good,0
20326580000,20326580000,1,Good,Good,0
20326590000,20326590000,1,Good,Good,0
20326600000,20326600000,1,Good,Good,0
20326610000,20326610000,1,Good,Good,0
20326620000,20326620000,1,Good,Good,0
20326630000,20326630000,1,Good,Good,0
20326640000,20326640000,1,Good,Good,0
20326650000,20326650000,1,Good,Good,0
20326660000,20326660000,1,Good,Good,0
20326670000,20326670000,1,Good,Good,0
20326680000,20326680000,1,Good,Good,0
20326690000,20326690000,1,Good,Good,0
20326700000,20326700000,1,Good,Good,0
20326710000,20326710000,1,Good,Good,0
20326720000,20326720000,1,Good,Good,0
20326730000,20326730000,1,Good,Good,0
20326740000,20326740000,1,Good,Good,0
20326750000,20326750000,1,Good,Good,0
20326760000,20326760000,1,Good,Good,0
20326770000,20326770000,1,Good,Good,0
20326780000,20326780000,1,Good,Good,0
20326800000,20326800000,1,Good,Good,0
20326810000,20326810000,1,Good,Good,0
20326820000,20326820000,1,Good,Good,0
20326830000,20326830000,1,Good,Good,0
20326850000,20326850000,1,Good,Good,0
20326860000,20326860000,1,Good,Good,0
20326870000,20326870000,1,Good,Good,0
20326880000,20326880000,1,Good,Good,0
20326890000,20326890000,1,Good,Good,0
20326900000,20326900000,1,Good,Good,0
20326910000,20326910000,1,Good,Good,0
20326920000,20326920000,1,Good,Good,0
20326930000,20326930000,1,Good,Good,0
20326941000,20326941000,1,Good,Good,0
20326942000,20326942000,1,Good,Good,0
20326950000,20326950000,1,Good,Good,0
20326960000,20326960000,1,Good,Good,0
20326970000,20326970000,1,Good,Good,0
20326980000,20326980000,1,Good,Good,0
20326990000,20326990000,1,Good,Good,0
20327000000,20327000000,1,Good,Good,0
20327010000,20327010000,1,Good,Good,0
20327020000,20327020000,1,Good,Good,0
20327030000,20327030000,1,Good,Good,0
20327040000,20327040000,1,Good,Good,0
20327050000,20327050000,1,Good,Good,0
20327060000,20327060000,1,Good,Good,0
20327070000,20327070000,1,Good,Good,0
20327090000,20327090000,1,Good,Good,0
20327100000,20327100000,1,Good,Good,0
20327110000,20327110000,1,Good,Good,0
20327120000,20327120000,1,Good,Good,0
20327130000,20327130000,1,Good,Good,0
20327140000,20327140000,1,Good,Good,0
20327161000,20327161000,1,Good,Good,0
20327162000,20327162000,1,Good,Good,0
20327170000,20327170000,1,Good,Good,0
20327180000,20327180000,1,Good,Good,0
20327190000,20327190000,1,Good,Good,0
20327200000,20327200000,1,Good,Good,0
20327210000,20327210000,1,Good,Good,0
20327220000,20327220000,1,Good,Good,0
20327230000,20327230000,1,Good,Good,0
20327240000,20327240000,1,Good,Good,0
20327250000,20327250000,1,Good,Good,0
20327260000,20327260000,1,Good,Good,0
20327270000,20327270000,1,Good,Good,0
20327280000,20327280000,1,Good,Good,0
20327290000,20327290000,1,Good,Good,0
20327300000,20327300000,1,Good,Good,0
20327310000,20327310000,1,Good,Good,0
20327320000,20327320000,1,Good,Good,0
20327330000,20327330000,1,Good,Good,0
20327350000,20327350000,1,Good,Good,0
20327360000,20327360000,1,Good,Good,0
20327370000,20327370000,1,Good,Good,0
20327380000,20327380000,1,Good,Good,0
20327390000,20327390000,1,Good,Good,0
20327400000,20327400000,1,Good,Good,0
20327410000,20327410000,1,Good,Good,0
20327430000,20327430000,1,Good,Good,0
20327440000,20327440000,1,Good,Good,0
20327450000,20327450000,1,Good,Good,0
20327460000,20327460000,1,Good,Good,0
20327470000,20327470000,1,Good,Good,0
20327480000,20327480000,1,Good,Good,0
20327490000,20327490000,1,Good,Good,0
20327500000,20327500000,1,Good,Good,0
20327510000,20327510000,1,Good,Good,0
20327520000,20327520000,1,Good,Good,0
20327530000,20327530000,1,Good,Good,0
20327540000,20327540000,1,Good,Good,0
20327550000,20327550000,1,Good,Good,0
20327560000,20327560000,1,Good,Good,0
20327570000,20327570000,1,Good,Good,0
20327580000,20327580000,1,Good,Good,0
20327590000,20327590000,1,Good,Good,0
20327600000,20327600000,1,Good,Good,0
20327610000,20327610000,1,Good,Good,0
20327620000,20327620000,1,Good,Good,0
20327630000,20327630000,1,Good,Good,0
20327650000,20327650000,1,Good,Good,0
20327660000,20327660000,1,Good,Good,0
20327670000,20327670000,1,Good,Good,0
20327680000,20327680000,1,Good,Good,0
20327690000,20327690000,1,Good,Good,0
20327700000,20327700000,1,Good,Good,0
20327710000,20327710000,1,Good,Good,0
20327720000,20327720000,1,Good,Good,0
20327730000,20327730000,1,Good,Good,0
20327740000,20327740000,1,Good,Good,0
20327750000,20327750000,1,Good,Good,0
20327760000,20327760000,1,Good,Good,0
20327770000,20327770000,1,Good,Good,0
20327780000,20327780000,1,Good,Good,0
20327790000,20327790000,1,Good,Good,0
20327810000,20327810000,1,Good,Good,0
20327820000,20327820000,1,Good,Good,0
20327830000,20327830000,1,Good,Good,0
20327840000,20327840000,1,Good,Good,0
20327850000,20327850000,1,Good,Good,0
20327860000,20327860000,1,Good,Good,0
20327870000,20327870000,1,Good,Good,0
20327880000,20327880000,1,Good,Good,0
20327890000,20327890000,1,Good,Good,0
20327900000,20327900000,1,Good,Good,0
20327910000,20327910000,1,Good,Good,0
20327920000,20327920000,1,Good,Good,0
20327930000,20327930000,1,Good,Good,0
20327940000,20327940000,1,Good,Good,0
20327950000,20327950000,1,Good,Good,0
20327960000,20327960000,1,Good,Good,0
20327970000,20327970000,1,Good,Good,0
20327980000,20327980000,1,Good,Good,0
20327990000,20327990000,1,Good,Good,0
20328000000,20328000000,1,Good,Good,0
20328010000,20328010000,1,Good,Good,0
20328022000,20328022000,1,Good,Good,0
20328040000,20328040000,1,Good,Good,0
20328050000,20328050000,1,Good,Good,0
20328060000,20328060000,1,Good,Good,0
20328070000,20328070000,1,Good,Good,0
20328080000,20328080000,1,Good,Good,0
20328100000,20328100000,1,Good,Good,0
20328110000,20328110000,1,Good,Good,0
20328120000,20328120000,1,Good,Good,0
20328130000,20328130000,1,Good,Good,0
20328140000,20328140000,1,Good,Good,0
20328150000,20328150000,1,Good,Good,0
20328160000,20328160000,1,Good,Good,0
20328170000,20328170000,1,Good,Good,0
20328180000,20328180000,1,Good,Good,0
20328190000,20328190000,1,Good,Good,0
20328200000,20328200000,1,Good,Good,0
20328210000,20328210000,1,Good,Good,0
20328220000,20328220000,1,Good,Good,0
20328230000,20328230000,1,Good,Good,0
20328240000,20328240000,1,Good,Good,0
20328250000,20328250000,1,Good,Good,0
20328270000,20328270000,1,Good,Good,0
20328280000,20328280000,1,Good,Good,0
20328290000,20328290000,1,Good,Good,0
20328300000,20328300000,1,Good,Good,0
20328310000,20328310000,1,Good,Good,0
20328320000,20328320000,1,Good,Good,0
20328330000,20328330000,1,Good,Good,0
20328340000,20328340000,1,Good,Good,0
20328350000,20328350000,1,Good,Good,0
20328360000,20328360000,1,Good,Good,0
20328370000,20328370000,1,Good,Good,0
20328380000,20328380000,1,Good,Good,0
20328390000,20328390000,1,Good,Good,0
20328400000,20328400000,1,Good,Good,0
20328410000,20328410000,1,Good,Good,0
20328420000,20328420000,1,Good,Good,0
20328430000,20328430000,1,Good,Good,0
20328440000,20328440000,1,Good,Good,0
20328450000,20328450000,1,Good,Good,0
20328460000,20328460000,1,Good,Good,0
20328470000,20328470000,1,Good,Good,0
20328480000,20328480000,1,Good,Good,0
20328490000,20328490000,1,Good,Good,0
20328500000,20328500000,1,Good,Good,0
20328510000,20328510000,1,Good,Good,0
20328520000,20328520000,1,Good,Good,0
20328530000,20328530000,1,Good,Good,0
20328541000,20328541000,1,Good,Good,0
20328542000,20328542000,1,Good,Good,0
20328550000,20328550000,1,Good,Good,0
20328560000,20328560000,1,Good,Good,0
20328570000,20328570000,1,Good,Good,0
20328580000,20328580000,1,Good,Good,0
20328590000,20328590000,1,Good,Good,0
20328600000,20328600000,1,Good,Good,0
20328610000,20328610000,1,Good,Good,0
20328620000,20328620000,1,Good,Good,0
20328630000,20328630000,1,Good,Good,0
20328640000,20328640000,1,Good,Good,0
20328650000,20328650000,1,Good,Good,0
20328660000,20328660000,1,Good,Good,0
20328670000,20328670000,1,Good,Good,0
20328680000,20328680000,1,Good,Good,0
20328700000,20328700000,1,Good,Good,0
20328710000,20328710000,1,Good,Good,0
20328720000,20328720000,1,Good,Good,0
20328730000,20328730000,1,Good,Good,0
20328740000,20328740000,1,Good,Good,0
20328750000,20328750000,1,Good,Good,0
20328760000,20328760000,1,Good,Good,0
20328770000,20328770000,1,Good,Good,0
20328780000,20328780000,1,Good,Good,0
20328790000,20328790000,1,Good,Good,0
20328800000,20328800000,1,Good,Good,0
20328810000,20328810000,1,Good,Good,0
20328820000,20328820000,1,Good,Good,0
20328830000,20328830000,1,Good,Good,0
20328840000,20328840000,1,Good,Good,0
20328850000,20328850000,1,Good,Good,0
20328860000,20328860000,1,Good,Good,0
20328870000,20328870000,1,Good,Good,0
20328880000,20328880000,1,Good,Good,0
20328890000,20328890000,1,Good,Good,0
20328900000,20328900000,1,Good,Good,0
20328910000,20328910000,1,Good,Good,0
20328920000,20328920000,1,Good,Good,0
20328930000,20328930000,1,Good,Good,0
20328940000,20328940000,1,Good,Good,0
20328950000,20328950000,1,Good,Good,0
20328960000,20328960000,1,Good,Good,0
20328990000,20328990000,1,Good,Good,0
20329000000,20329000000,1,Good,Good,0
20329020000,20329020000,1,Good,Good,0
20329030000,20329030000,1,Good,Good,0
20329040000,20329040000,1,Good,Good,0
20329050000,20329050000,1,Good,Good,0
20329060000,20329060000,1,Good,Good,0
20329070000,20329070000,1,Good,Good,0
20329080000,20329080000,1,Good,Good,0
20329090000,20329090000,1,Good,Good,0
20329100000,20329100000,1,Good,Good,0
20329110000,20329110000,1,Good,Good,0
20329120000,20329120000,1,Good,Good,0
20329130000,20329130000,1,Good,Good,0
20329140000,20329140000,1,Good,Good,0
20329150000,20329150000,1,Good,Good,0
20329160000,20329160000,1,Good,Good,0
20329170000,20329170000,1,Good,Good,0
20329180000,20329180000,1,Good,Good,0
20329190000,20329190000,1,Good,Good,0
20329200000,20329200000,1,Good,Good,0
20329210000,20329210000,1,Good,Good,0
20329220000,20329220000,1,Good,Good,0
20329230000,20329230000,1,Good,Good,0
20329240000,20329240000,1,Good,Good,0
20329250000,20329250000,1,Good,Good,0
20329260000,20329260000,1,Good,Good,0
20329270000,20329270000,1,Good,Good,0
20329280000,20329280000,1,Good,Good,0
20329290000,20329290000,1,Good,Good,0
20329300000,20329300000,1,Good,Good,0
20329310000,20329310000,1,Good,Good,0
20329320000,20329320000,1,Good,Good,0
20329330000,20329330000,1,Good,Good,0
20329340000,20329340000,1,Good,Good,0
20329350000,20329350000,1,Good,Good,0
20329360000,20329360000,1,Good,Good,0
20329370000,20329370000,1,Good,Good,0
20329380000,20329380000,1,Good,Good,0
20329390000,20329390000,1,Good,Good,0
20329400000,20329400000,1,Good,Good,0
20329410000,20329410000,1,Good,Good,0
20329420000,20329420000,1,Good,Good,0
20329430000,20329430000,1,Good,Good,0
20329441000,20329441000,1,Good,Good,0
20329442000,20329442000,1,Good,Good,0
20329450000,20329450000,1,Good,Good,0
20329460000,20329460000,1,Good,Good,0
20329470000,20329470000,1,Good,Good,0
20329480000,20329480000,1,Good,Good,0
