SA2_CODE_2021,SA2_NAME_2021,CED_CODE_2024,CED_NAME_2024,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
101021007,Braidwood,113,Eden-Monaro,1,Good,Good,0
101021008,Karabar,113,Eden-Monaro,1,Good,Good,0
101021009,Queanbeyan,113,Eden-Monaro,1,Good,Good,0
101021010,Queanbeyan - East,113,Eden-Monaro,1,Good,Good,0
101021012,Queanbeyan West - Jerrabomberra,113,Eden-Monaro,1,Good,Good,0
101021610,Googong,113,Eden-Monaro,1,Good,Good,0
101021611,Queanbeyan Surrounds,113,Eden-Monaro,1,Good,Good,0
101031013,Bombala,113,Eden-Monaro,1,Good,Good,0
101031014,Cooma,113,Eden-Monaro,1,Good,Good,0
101031015,Cooma Surrounds,113,Eden-Monaro,1,Good,Good,0
101031016,Jindabyne - Berridale,113,Eden-Monaro,1,Good,Good,0
101041017,Batemans Bay,116,Gilmore,1,Good,Good,0
101041018,Batemans Bay - South,116,Gilmore,1,Good,Good,0
101041019,Bega - Tathra,113,Eden-Monaro,1,Good,Good,0
101041020,Bega-Eden Hinterland,113,Eden-Monaro,1,Good,Good,0
101041021,Broulee - Tomakin,116,Gilmore,1,Good,Good,0
101041022,Deua - Wadbilliga,116,Gilmore,0.0004861,Good,Good,1
101041022,Deua - Wadbilliga,113,Eden-Monaro,0.9995139,Good,Good,0
101041023,Eden,113,Eden-Monaro,1,Good,Good,0
101041024,Eurobodalla Hinterland,113,Eden-Monaro,0.349664,Good,Good,0
101041024,Eurobodalla Hinterland,116,Gilmore,0.650336,Good,Good,0
101041025,Merimbula - Tura Beach,113,Eden-Monaro,1,Good,Good,0
101041026,Moruya - Tuross Head,113,Eden-Monaro,0.2757445,Good,Good,0
101041026,Moruya - Tuross Head,116,Gilmore,0.7242555,Good,Good,0
101041027,Narooma - Bermagui,113,Eden-Monaro,1,Good,Good,0
101051539,Goulburn,113,Eden-Monaro,1,Good,Good,0
101051540,Goulburn Surrounds,146,Whitlam,0.0004375,Good,Good,1
101051540,Goulburn Surrounds,138,Riverina,0.4968933,Good,Good,0
101051540,Goulburn Surrounds,113,Eden-Monaro,0.5026692,Good,Good,0
101061541,Yass,138,Riverina,1,Good,Good,0
101061542,Yass Surrounds,138,Riverina,1,Good,Good,0
101061543,Young,138,Riverina,1,Good,Good,0
101061544,Young Surrounds,138,Riverina,1,Good,Good,0
102011028,Avoca Beach - Copacabana,139,Robertson,1,Good,Good,0
102011029,Box Head - MacMasters Beach,139,Robertson,1,Good,Good,0
102011030,Calga - Kulnura,139,Robertson,1,Good,Good,0
102011031,Erina - Green Point,112,Dobell,0.1458982,Good,Good,0
102011031,Erina - Green Point,139,Robertson,0.8541018,Good,Good,0
102011032,Gosford - Springfield,139,Robertson,1,Good,Good,0
102011033,Kariong,139,Robertson,1,Good,Good,0
102011034,Kincumber - Picketts Valley,139,Robertson,1,Good,Good,0
102011035,Narara,139,Robertson,1,Good,Good,0
102011036,Niagara Park - Lisarow,139,Robertson,0.3483536,Good,Good,0
102011036,Niagara Park - Lisarow,112,Dobell,0.6516464,Good,Good,0
102011037,Point Clare - Koolewong,139,Robertson,1,Good,Good,0
102011038,Saratoga - Davistown,139,Robertson,1,Good,Good,0
102011039,Terrigal - North Avoca,139,Robertson,1,Good,Good,0
102011040,Umina - Booker Bay - Patonga,139,Robertson,1,Good,Good,0
102011041,Wamberal - Forresters Beach,139,Robertson,0.328988,Good,Good,0
102011041,Wamberal - Forresters Beach,112,Dobell,0.671012,Good,Good,0
102011042,Woy Woy - Blackwall,139,Robertson,1,Good,Good,0
102011043,Wyoming,112,Dobell,1,Good,Good,0
102021044,Bateau Bay - Killarney Vale,112,Dobell,1,Good,Good,0
102021045,Blue Haven - San Remo,140,Shortland,0.4187812,Good,Good,0
102021045,Blue Haven - San Remo,112,Dobell,0.5812188,Good,Good,0
102021046,Budgewoi - Buff Point - Halekulani,112,Dobell,1.00E-06,Good,Good,1
102021046,Budgewoi - Buff Point - Halekulani,140,Shortland,0.999999,Good,Good,0
102021047,Chittaway Bay - Tumbi Umbi,112,Dobell,1,Good,Good,0
102021048,Gorokan - Kanwal - Charmhaven,112,Dobell,1,Good,Good,0
102021049,Jilliby - Yarramalong,112,Dobell,1,Good,Good,0
102021050,Lake Munmorah - Mannering Park,140,Shortland,1,Good,Good,0
102021051,Ourimbah - Fountaindale,112,Dobell,1,Good,Good,0
102021052,Summerland Point - Gwandalan,140,Shortland,1,Good,Good,0
102021053,The Entrance,112,Dobell,1,Good,Good,0
102021054,Toukley - Norah Head,112,Dobell,1,Good,Good,0
102021055,Tuggerah - Kangy Angy,112,Dobell,1,Good,Good,0
102021056,Warnervale - Wadalba,112,Dobell,1,Good,Good,0
102021057,Wyong,112,Dobell,1,Good,Good,0
103011059,Bathurst - East,107,Calare,1,Good,Good,0
103011060,Bathurst Surrounds,107,Calare,1,Good,Good,0
103011061,Oberon,107,Calare,1,Good,Good,0
103011612,Bathurst - South,107,Calare,1,Good,Good,0
103011613,Bathurst - West,107,Calare,1,Good,Good,0
103021062,Condobolin,133,Parkes,1,Good,Good,0
103021063,Cowra,138,Riverina,1,Good,Good,0
103021064,Cowra Surrounds,107,Calare,0.4004412,Good,Good,0
103021064,Cowra Surrounds,138,Riverina,0.5995588,Good,Good,0
103021065,Forbes,138,Riverina,0.0014007,Good,Good,1
103021065,Forbes,107,Calare,0.0806008,Good,Good,0
103021065,Forbes,133,Parkes,0.9179984,Good,Good,0
103021066,Grenfell,138,Riverina,1,Good,Good,0
103021067,Parkes (NSW),133,Parkes,1,Good,Good,0
103021068,Parkes Surrounds,107,Calare,0.0119751,Good,Good,0
103021068,Parkes Surrounds,133,Parkes,0.9880249,Good,Good,0
103021069,West Wyalong,133,Parkes,1,Good,Good,0
103031070,Lithgow,107,Calare,1,Good,Good,0
103031071,Lithgow Surrounds,107,Calare,1,Good,Good,0
103031072,Mudgee,107,Calare,1,Good,Good,0
103031073,Mudgee Surrounds - East,107,Calare,1,Good,Good,0
103031074,Mudgee Surrounds - West,130,New England,0.0002731,Good,Good,1
103031074,Mudgee Surrounds - West,133,Parkes,0.1187906,Good,Good,0
103031074,Mudgee Surrounds - West,107,Calare,0.8809364,Good,Good,0
103031075,Wollangambe - Wollemi,121,Hunter,0.05,Good,Good,0
103031075,Wollangambe - Wollemi,127,Macquarie,0.05,Good,Good,0
103031075,Wollangambe - Wollemi,107,Calare,0.9,Good,Good,0
103041076,Blayney,138,Riverina,0.0021314,Good,Good,1
103041076,Blayney,107,Calare,0.9978686,Good,Good,0
103041077,Orange,107,Calare,1,Good,Good,0
103041078,Orange - North,107,Calare,1,Good,Good,0
103041079,Orange Surrounds,107,Calare,1,Good,Good,0
104011080,Grafton,132,Page,1,Good,Good,0
104011081,Grafton Surrounds,132,Page,1,Good,Good,0
104011082,Maclean - Yamba - Iluka,132,Page,1,Good,Good,0
104021083,Bellingen,110,Cowper,1,Good,Good,0
104021084,Coffs Harbour - North,110,Cowper,1,Good,Good,0
104021085,Coffs Harbour - South,110,Cowper,1,Good,Good,0
104021086,Coramba - Nana Glen - Bucca,110,Cowper,0.2187592,Good,Good,0
104021086,Coramba - Nana Glen - Bucca,132,Page,0.7812408,Good,Good,0
104021087,Dorrigo,132,Page,0.2498435,Good,Good,0
104021087,Dorrigo,110,Cowper,0.7501565,Good,Good,0
104021088,Korora - Emerald Beach,132,Page,1,Good,Good,0
104021089,Sawtell - Boambee,110,Cowper,1,Good,Good,0
104021090,Urunga,110,Cowper,1,Good,Good,0
104021091,Woolgoolga - Arrawarra,132,Page,1,Good,Good,0
105011092,Bourke - Brewarrina,133,Parkes,1,Good,Good,0
105011093,Cobar,133,Parkes,1,Good,Good,0
105011094,Coonamble,133,Parkes,1,Good,Good,0
105011095,Nyngan - Warren,133,Parkes,1,Good,Good,0
105011096,Walgett - Lightning Ridge,133,Parkes,1,Good,Good,0
105021097,Broken Hill,133,Parkes,1,Good,Good,0
105021098,Far West,133,Parkes,1,Good,Good,0
105031099,Coonabarabran,133,Parkes,1,Good,Good,0
105031100,Dubbo - East,133,Parkes,1,Good,Good,0
105031101,Dubbo - South,133,Parkes,1,Good,Good,0
105031102,Dubbo - West,133,Parkes,1,Good,Good,0
105031103,Dubbo Surrounds,107,Calare,0.0639246,Good,Good,0
105031103,Dubbo Surrounds,133,Parkes,0.9360754,Good,Good,0
105031104,Gilgandra,133,Parkes,1,Good,Good,0
105031105,Narromine,133,Parkes,1,Good,Good,0
105031106,Wellington,107,Calare,1,Good,Good,0
106011107,Branxton - Greta - Pokolbin,135,Paterson,0.016034,Good,Good,0
106011107,Branxton - Greta - Pokolbin,121,Hunter,0.983966,Good,Good,0
106011108,Cessnock,121,Hunter,1,Good,Good,0
106011109,Cessnock Surrounds,135,Paterson,0.0483818,Good,Good,0
106011109,Cessnock Surrounds,121,Hunter,0.9516182,Good,Good,0
106011110,Dungog,124,Lyne,1,Good,Good,0
106011111,Kurri Kurri - Abermain,135,Paterson,0.2516559,Good,Good,0
106011111,Kurri Kurri - Abermain,121,Hunter,0.7483441,Good,Good,0
106011112,Singleton,121,Hunter,1,Good,Good,0
106011113,Singleton Surrounds,121,Hunter,1,Good,Good,0
106021114,Maitland,135,Paterson,1,Good,Good,0
106021116,Maitland - North,124,Lyne,1,Good,Good,0
106021614,East Maitland - Metford,135,Paterson,1,Good,Good,0
106021615,Rutherford (North) - Aberglasslyn,124,Lyne,0.029319,Good,Good,0
106021615,Rutherford (North) - Aberglasslyn,135,Paterson,0.970681,Good,Good,0
106021616,Rutherford (South) - Telarah,135,Paterson,1,Good,Good,0
106021617,Tenambit - East Maitland,135,Paterson,1,Good,Good,0
106021618,Thornton - Millers Forest,135,Paterson,1,Good,Good,0
106031119,Anna Bay,135,Paterson,1,Good,Good,0
106031120,Lemon Tree Passage - Tanilba Bay,135,Paterson,1,Good,Good,0
106031121,Nelson Bay Peninsula,135,Paterson,1,Good,Good,0
106031122,Raymond Terrace,135,Paterson,1,Good,Good,0
106031123,Seaham - Woodville,124,Lyne,1,Good,Good,0
106031124,Tea Gardens - Hawks Nest,124,Lyne,1,Good,Good,0
106031125,Williamtown - Medowie - Karuah,124,Lyne,0.1189288,Good,Good,0
106031125,Williamtown - Medowie - Karuah,135,Paterson,0.8810712,Good,Good,0
106041126,Muswellbrook,130,New England,1,Good,Good,0
106041127,Muswellbrook Surrounds,130,New England,1,Good,Good,0
106041128,Scone,130,New England,1,Good,Good,0
106041129,Scone Surrounds,130,New England,1,Good,Good,0
107011131,Dapto - Avondale,146,Whitlam,1,Good,Good,0
107011132,Horsley - Kembla Grange,146,Whitlam,1,Good,Good,0
107011133,Port Kembla Industrial,111,Cunningham,1,Good,Good,0
107011134,Unanderra - Mount Kembla,111,Cunningham,1,Good,Good,0
107011545,Berkeley - Lake Heights - Cringila,146,Whitlam,0.009958,Good,Good,1
107011545,Berkeley - Lake Heights - Cringila,111,Cunningham,0.990042,Good,Good,0
107011546,Port Kembla - Warrawong,111,Cunningham,1,Good,Good,0
107011547,Windang - Primbee,111,Cunningham,1,Good,Good,0
107021135,Illawarra Catchment Reserve,146,Whitlam,9.92E-05,Good,Good,1
107021135,Illawarra Catchment Reserve,120,Hume,0.0039964,Good,Good,1
107021135,Illawarra Catchment Reserve,111,Cunningham,0.9959044,Good,Good,0
107031136,Albion Park - Macquarie Pass,146,Whitlam,1,Good,Good,0
107031137,Albion Park Rail,146,Whitlam,1,Good,Good,0
107031138,Kiama,116,Gilmore,1,Good,Good,0
107031139,Kiama Downs - Minnamurra,116,Gilmore,1,Good,Good,0
107031140,Kiama Hinterland - Gerringong,116,Gilmore,1,Good,Good,0
107031141,Shellharbour - Flinders,146,Whitlam,1,Good,Good,0
107031142,Shellharbour - Oak Flats,146,Whitlam,1,Good,Good,0
107031143,Warilla,146,Whitlam,1,Good,Good,0
107041144,Balgownie - Fairy Meadow,111,Cunningham,1,Good,Good,0
107041145,Corrimal - Tarrawanna - Bellambi,111,Cunningham,1,Good,Good,0
107041146,Figtree - Keiraville,111,Cunningham,1,Good,Good,0
107041147,Helensburgh,111,Cunningham,1,Good,Good,0
107041148,Thirroul - Austinmer - Coalcliff,111,Cunningham,1,Good,Good,0
107041150,Woonona - Bulli - Russell Vale,111,Cunningham,1,Good,Good,0
107041548,Wollongong - East,111,Cunningham,1,Good,Good,0
107041549,Wollongong - West,111,Cunningham,1,Good,Good,0
108011151,Bulahdelah - Stroud,124,Lyne,1,Good,Good,0
108011152,Forster,124,Lyne,1,Good,Good,0
108011153,Forster-Tuncurry Surrounds,124,Lyne,1,Good,Good,0
108011154,Tuncurry,124,Lyne,1,Good,Good,0
108021155,Kempsey,110,Cowper,1,Good,Good,0
108021156,Kempsey Surrounds,130,New England,0.0065422,Good,Good,1
108021156,Kempsey Surrounds,110,Cowper,0.9934578,Good,Good,0
108021157,Macksville - Scotts Head,110,Cowper,1,Good,Good,0
108021158,Nambucca Heads,110,Cowper,1,Good,Good,0
108021159,Nambucca Heads Surrounds,110,Cowper,1,Good,Good,0
108021160,South West Rocks,110,Cowper,1,Good,Good,0
108031161,Lord Howe Island,141,Sydney,1,Good,Good,0
108041162,Laurieton - Bonny Hills,124,Lyne,1,Good,Good,0
108041164,Port Macquarie - West,110,Cowper,1,Good,Good,0
108041165,Port Macquarie Surrounds,110,Cowper,0.36858,Good,Good,0
108041165,Port Macquarie Surrounds,124,Lyne,0.63142,Good,Good,0
108041166,Wauchope,124,Lyne,1,Good,Good,0
108041619,Port Macquarie - East,110,Cowper,1,Good,Good,0
108041620,Port Macquarie - South,110,Cowper,1,Good,Good,0
108051167,Gloucester,124,Lyne,1,Good,Good,0
108051168,Old Bar - Manning Point - Red Head,124,Lyne,1,Good,Good,0
108051169,Taree,124,Lyne,1,Good,Good,0
108051170,Taree Surrounds,124,Lyne,1,Good,Good,0
108051171,Wingham,124,Lyne,1,Good,Good,0
109011172,Albury - East,114,Farrer,1,Good,Good,0
109011173,Albury - North,114,Farrer,1,Good,Good,0
109011174,Albury - South,114,Farrer,1,Good,Good,0
109011175,Albury Surrounds,138,Riverina,0.0006406,Good,Good,1
109011175,Albury Surrounds,114,Farrer,0.9993594,Good,Good,0
109011176,Lavington,114,Farrer,1,Good,Good,0
109021177,Hay,114,Farrer,1,Good,Good,0
109021178,Wentworth - Buronga,114,Farrer,1,Good,Good,0
109021179,Wentworth-Balranald Region,114,Farrer,1,Good,Good,0
109031180,Corowa,114,Farrer,1,Good,Good,0
109031181,Corowa Surrounds,114,Farrer,1,Good,Good,0
109031182,Deniliquin,114,Farrer,1,Good,Good,0
109031183,Deniliquin Surrounds,114,Farrer,1,Good,Good,0
109031184,Moama,114,Farrer,1,Good,Good,0
109031185,Tocumwal - Finley - Jerilderie,114,Farrer,1,Good,Good,0
110011186,Armidale,130,New England,1,Good,Good,0
110011187,Armidale Surrounds - North,130,New England,1,Good,Good,0
110011188,Armidale Surrounds - South,130,New England,1,Good,Good,0
110011189,Walcha,130,New England,1,Good,Good,0
110021190,Glen Innes,130,New England,1,Good,Good,0
110021191,Inverell,130,New England,1,Good,Good,0
110021192,Inverell Surrounds - East,130,New England,1,Good,Good,0
110021193,Inverell Surrounds - West,130,New England,1,Good,Good,0
110021194,Tenterfield,130,New England,1,Good,Good,0
110031195,Moree,133,Parkes,1,Good,Good,0
110031196,Moree Surrounds,130,New England,0.0831339,Good,Good,0
110031196,Moree Surrounds,133,Parkes,0.9168661,Good,Good,0
110031197,Narrabri,133,Parkes,1,Good,Good,0
110031198,Narrabri Surrounds,133,Parkes,1,Good,Good,0
110041199,Gunnedah,133,Parkes,1,Good,Good,0
110041200,Gunnedah Surrounds,133,Parkes,1,Good,Good,0
110041201,Quirindi,130,New England,1,Good,Good,0
110041202,Tamworth - East,130,New England,1,Good,Good,0
110041203,Tamworth - North,130,New England,1,Good,Good,0
110041204,Tamworth - West,130,New England,1,Good,Good,0
110041205,Tamworth Surrounds,130,New England,1,Good,Good,0
111011206,Belmont - Bennetts Green,140,Shortland,1,Good,Good,0
111011207,Belmont South - Blacksmiths,140,Shortland,1,Good,Good,0
111011208,Charlestown - Dudley,140,Shortland,1,Good,Good,0
111011209,Glendale - Cardiff - Hillsborough,131,Newcastle,0.1614473,Good,Good,0
111011209,Glendale - Cardiff - Hillsborough,140,Shortland,0.8385527,Good,Good,0
111011210,Mount Hutton - Windale,140,Shortland,1,Good,Good,0
111011211,Redhead,140,Shortland,1,Good,Good,0
111011212,Swansea - Caves Beach,140,Shortland,1,Good,Good,0
111011213,Valentine - Eleebana,140,Shortland,1,Good,Good,0
111011214,Warners Bay - Boolaroo,140,Shortland,1,Good,Good,0
111021215,Bolton Point - Teralba,121,Hunter,1,Good,Good,0
111021216,Bonnells Bay - Silverwater,121,Hunter,1,Good,Good,0
111021217,Edgeworth - Cameron Park,121,Hunter,1,Good,Good,0
111021218,Morisset - Cooranbong,121,Hunter,1,Good,Good,0
111021219,Toronto - Awaba,121,Hunter,1,Good,Good,0
111021220,Wangi Wangi - Rathmines,121,Hunter,1,Good,Good,0
111021221,West Wallsend - Barnsley - Killingworth,121,Hunter,1,Good,Good,0
111031222,Adamstown - Kotara,140,Shortland,0.1545682,Good,Good,0
111031222,Adamstown - Kotara,131,Newcastle,0.8454318,Good,Good,0
111031223,Beresfield - Hexham,131,Newcastle,0.0167615,Good,Good,0
111031223,Beresfield - Hexham,135,Paterson,0.9832385,Good,Good,0
111031224,Hamilton - Broadmeadow,131,Newcastle,1,Good,Good,0
111031225,Lambton - New Lambton,131,Newcastle,1,Good,Good,0
111031226,Maryland - Fletcher - Minmi,131,Newcastle,1,Good,Good,0
111031227,Mayfield - Warabrook,131,Newcastle,1,Good,Good,0
111031228,Merewether - The Junction,131,Newcastle,1,Good,Good,0
111031229,Newcastle - Cooks Hill,131,Newcastle,1,Good,Good,0
111031230,Newcastle Port - Kooragang,131,Newcastle,1,Good,Good,0
111031231,Shortland - Jesmond,131,Newcastle,1,Good,Good,0
111031232,Stockton - Fullerton Cove,131,Newcastle,0.4585402,Good,Good,0
111031232,Stockton - Fullerton Cove,135,Paterson,0.5414598,Good,Good,0
111031233,Wallsend - Elermore Vale,131,Newcastle,1,Good,Good,0
111031234,Waratah - North Lambton,131,Newcastle,1,Good,Good,0
111031235,Wickham - Carrington - Tighes Hill,131,Newcastle,1,Good,Good,0
112011236,Ballina,137,Richmond,1,Good,Good,0
112011237,Ballina Surrounds,137,Richmond,0.3303074,Good,Good,0
112011237,Ballina Surrounds,132,Page,0.6696926,Good,Good,0
112011238,Bangalow,137,Richmond,1,Good,Good,0
112011239,Brunswick Heads - Ocean Shores,137,Richmond,1,Good,Good,0
112011240,Byron Bay,137,Richmond,1,Good,Good,0
112011241,Evans Head,132,Page,1,Good,Good,0
112011242,Lennox Head - Skennars Head,137,Richmond,1,Good,Good,0
112011243,Mullumbimby,137,Richmond,1,Good,Good,0
112021244,Casino,132,Page,1,Good,Good,0
112021245,Casino Surrounds,132,Page,1,Good,Good,0
112021246,Goonellabah,132,Page,1,Good,Good,0
112021247,Kyogle,132,Page,1,Good,Good,0
112021248,Lismore,132,Page,1,Good,Good,0
112021249,Lismore Surrounds,137,Richmond,0.0112943,Good,Good,0
112021249,Lismore Surrounds,132,Page,0.9887057,Good,Good,0
112031250,Kingscliff - Fingal Head,137,Richmond,1,Good,Good,0
112031251,Murwillumbah,137,Richmond,1,Good,Good,0
112031252,Murwillumbah Surrounds,137,Richmond,1,Good,Good,0
112031253,Pottsville,137,Richmond,1,Good,Good,0
112031254,Tweed Heads,137,Richmond,1,Good,Good,0
112031550,Banora Point,137,Richmond,1,Good,Good,0
112031551,Terranora - North Tumbulgum,137,Richmond,1,Good,Good,0
112031552,Tweed Heads South,137,Richmond,1,Good,Good,0
113011256,Griffith (NSW),114,Farrer,1,Good,Good,0
113011257,Griffith Surrounds,133,Parkes,0.0021969,Good,Good,1
113011257,Griffith Surrounds,114,Farrer,0.9978031,Good,Good,0
113011258,Leeton,114,Farrer,1,Good,Good,0
113011259,Narrandera,114,Farrer,1,Good,Good,0
113021260,Tumbarumba,114,Farrer,0.0096953,Good,Good,1
113021260,Tumbarumba,138,Riverina,0.9903047,Good,Good,0
113021261,Tumut,138,Riverina,1,Good,Good,0
113021262,Tumut Surrounds,138,Riverina,1,Good,Good,0
113031263,Cootamundra,138,Riverina,1,Good,Good,0
113031264,Gundagai,138,Riverina,1,Good,Good,0
113031265,Junee,138,Riverina,1,Good,Good,0
113031266,Temora,138,Riverina,1,Good,Good,0
113031267,Wagga Wagga - East,138,Riverina,1,Good,Good,0
113031268,Wagga Wagga - North,138,Riverina,1,Good,Good,0
113031269,Wagga Wagga - South,138,Riverina,1,Good,Good,0
113031270,Wagga Wagga - West,138,Riverina,1,Good,Good,0
113031271,Wagga Wagga Surrounds,138,Riverina,1,Good,Good,0
114011272,Berry - Kangaroo Valley,116,Gilmore,1,Good,Good,0
114011273,Callala Bay - Currarong,116,Gilmore,1,Good,Good,0
114011274,Culburra Beach,116,Gilmore,1,Good,Good,0
114011275,Ettrema - Sassafras - Budawang,116,Gilmore,1,Good,Good,0
114011276,Huskisson - Vincentia,116,Gilmore,1,Good,Good,0
114011277,North Nowra - Bomaderry,116,Gilmore,1,Good,Good,0
114011278,Nowra,116,Gilmore,1,Good,Good,0
114011279,St Georges Basin - Erowal Bay,116,Gilmore,1,Good,Good,0
114011280,Sussex Inlet - Berrara,116,Gilmore,1,Good,Good,0
114011281,Tomerong - Wandandian - Woollamia,116,Gilmore,1,Good,Good,0
114011282,Ulladulla,116,Gilmore,1,Good,Good,0
114011283,Ulladulla Surrounds,116,Gilmore,1,Good,Good,0
114021284,Bowral,146,Whitlam,1,Good,Good,0
114021285,Hill Top - Colo Vale,146,Whitlam,1,Good,Good,0
114021286,Mittagong,146,Whitlam,1,Good,Good,0
114021287,Moss Vale - Berrima,146,Whitlam,1,Good,Good,0
114021288,Robertson - Fitzroy Falls,116,Gilmore,0.0241679,Good,Good,0
114021288,Robertson - Fitzroy Falls,146,Whitlam,0.9758321,Good,Good,0
114021289,Southern Highlands,146,Whitlam,1,Good,Good,0
115011290,Baulkham Hills - East,129,Mitchell,1,Good,Good,0
115011291,Baulkham Hills (West) - Bella Vista,129,Mitchell,1,Good,Good,0
115011294,Glenhaven,104,Berowra,1,Good,Good,0
115011296,West Pennant Hills,129,Mitchell,1,Good,Good,0
115011553,Castle Hill - Central,129,Mitchell,1,Good,Good,0
115011554,Castle Hill - East,104,Berowra,1,Good,Good,0
115011555,Castle Hill - North,129,Mitchell,1,Good,Good,0
115011556,Castle Hill - South,129,Mitchell,1,Good,Good,0
115011557,Castle Hill - West,129,Mitchell,1,Good,Good,0
115011558,Cherrybrook,104,Berowra,1,Good,Good,0
115011621,Kellyville - East,129,Mitchell,1,Good,Good,0
115011622,Kellyville - West,129,Mitchell,1,Good,Good,0
115021297,Dural - Kenthurst - Wisemans Ferry,127,Macquarie,0.0021858,Good,Good,1
115021297,Dural - Kenthurst - Wisemans Ferry,104,Berowra,0.9978142,Good,Good,0
115021298,Galston - Laughtondale,104,Berowra,1,Good,Good,0
115031299,Bilpin - Colo - St Albans,127,Macquarie,1,Good,Good,0
115031300,Kurrajong Heights - Ebenezer,127,Macquarie,1,Good,Good,0
115041301,Pitt Town - McGraths Hill,104,Berowra,0.0373093,Good,Good,0
115041301,Pitt Town - McGraths Hill,127,Macquarie,0.9626907,Good,Good,0
115041623,Box Hill - Nelson,118,Greenway,1,Good,Good,0
115041624,North Kellyville,129,Mitchell,1,Good,Good,0
115041625,Rouse Hill - Beaumont Hills,118,Greenway,0.4858527,Good,Good,0
115041625,Rouse Hill - Beaumont Hills,129,Mitchell,0.5141473,Good,Good,0
116011303,Blacktown (East) - Kings Park,128,McMahon,0.1989855,Acceptable,Good,0
116011303,Blacktown (East) - Kings Park,118,Greenway,0.8010145,Good,Good,0
116011304,Blacktown (North) - Marayong,108,Chifley,1,Good,Good,0
116011306,Doonside - Woodcroft,128,McMahon,0.4072413,Acceptable,Good,0
116011306,Doonside - Woodcroft,108,Chifley,0.5927587,Good,Good,0
116011307,Lalor Park - Kings Langley,134,Parramatta,0.0001194,Good,Good,1
116011307,Lalor Park - Kings Langley,129,Mitchell,0.0356238,Good,Good,0
116011307,Lalor Park - Kings Langley,118,Greenway,0.9642568,Good,Good,0
116011560,Blacktown - South,128,McMahon,1,Acceptable,Good,0
116011561,Blacktown - West,128,McMahon,1,Acceptable,Good,0
116011626,Seven Hills - Prospect,128,McMahon,1,Acceptable,Good,0
116011627,Toongabbie - West,134,Parramatta,0.2854425,Good,Good,0
116011627,Toongabbie - West,128,McMahon,0.7145575,Acceptable,Good,0
116021309,Glenwood,118,Greenway,1,Good,Good,0
116021562,Acacia Gardens,118,Greenway,1,Good,Good,0
116021563,Quakers Hill,108,Chifley,0.1657391,Good,Good,0
116021563,Quakers Hill,118,Greenway,0.8342609,Good,Good,0
116021628,Kellyville Ridge - The Ponds,118,Greenway,1,Good,Good,0
116021629,Marsden Park - Shanes Park,108,Chifley,1,Good,Good,0
116021630,Riverstone,108,Chifley,0.1062318,Good,Good,0
116021630,Riverstone,118,Greenway,0.8937682,Good,Good,0
116021631,Schofields (West) - Colebee,108,Chifley,1,Good,Good,0
116021632,Schofields - East,118,Greenway,1,Good,Good,0
116021633,Stanhope Gardens - Parklea,118,Greenway,1,Good,Good,0
116031313,Bidwill - Hebersham - Emerton,108,Chifley,1,Good,Good,0
116031314,Glendenning - Dean Park,108,Chifley,1,Good,Good,0
116031315,Hassall Grove - Plumpton,108,Chifley,1,Good,Good,0
116031316,Lethbridge Park - Tregear,108,Chifley,1,Good,Good,0
116031317,Mount Druitt - Whalan,108,Chifley,1,Good,Good,0
116031318,Prospect Reservoir,128,McMahon,1,Acceptable,Good,0
116031319,Rooty Hill - Minchinbury,128,McMahon,0.2539481,Acceptable,Good,0
116031319,Rooty Hill - Minchinbury,108,Chifley,0.7460519,Good,Good,0
117011320,Banksmeadow,122,Kingsford Smith,1,Good,Good,0
117011321,Botany,122,Kingsford Smith,1,Good,Good,0
117011323,Pagewood - Hillsdale - Daceyville,122,Kingsford Smith,1,Good,Good,0
117011324,Port Botany Industrial,122,Kingsford Smith,1,Good,Good,0
117011325,Sydney Airport,122,Kingsford Smith,1,Good,Good,0
117011634,Eastlakes,122,Kingsford Smith,1,Good,Good,0
117011635,Mascot,122,Kingsford Smith,1,Good,Good,0
117021327,Petersham - Stanmore,117,Grayndler,1,Good,Good,0
117021328,Sydenham - Tempe - St Peters,117,Grayndler,1,Good,Good,0
117021636,Marrickville - North,117,Grayndler,1,Good,Good,0
117021637,Marrickville - South,117,Grayndler,1,Good,Good,0
117031329,Darlinghurst,141,Sydney,0.0568394,Good,Good,0
117031329,Darlinghurst,144,Wentworth,0.9431606,Good,Good,0
117031330,Erskineville - Alexandria,141,Sydney,1,Good,Good,0
117031331,Glebe - Forest Lodge,141,Sydney,1,Good,Good,0
117031333,Potts Point - Woolloomooloo,144,Wentworth,1,Good,Good,0
117031336,Surry Hills,141,Sydney,1,Good,Good,0
117031638,Camperdown - Darlington,141,Sydney,1,Good,Good,0
117031639,Chippendale,141,Sydney,1,Good,Good,0
117031640,Newtown (NSW),117,Grayndler,0.4213139,Good,Good,0
117031640,Newtown (NSW),141,Sydney,0.5786861,Good,Good,0
117031641,Pyrmont,141,Sydney,1,Good,Good,0
117031642,Redfern,141,Sydney,1,Good,Good,0
117031643,Rosebery - Beaconsfield,141,Sydney,1,Good,Good,0
117031644,Sydney (North) - Millers Point,141,Sydney,1,Good,Good,0
117031645,Sydney (South) - Haymarket,141,Sydney,1,Good,Good,0
