SAL_CODE_2021,SAL_NAME_2021,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
10384,Black Hill (NSW),11720,Cessnock,0.3449046,Good,Good,0
10384,Black Hill (NSW),15900,Newcastle,0.6550954,Good,Good,0
10385,Black Hollow,12150,Coonamble,1,Good,Good,0
10386,Black Mountain (NSW),10180,Armidale Regional,1,Good,Good,0
10387,Black Range (NSW),10550,Bega Valley,1,Good,Good,0
10388,Black Springs (NSW),16100,Oberon,1,Good,Good,0
10389,Blackalls Park,14650,Lake Macquarie,1,Good,Good,0
10390,Blackbutt (NSW),16900,Shellharbour,1,Good,Good,0
10391,Blackett,10750,Blacktown,1,Good,Good,0
10392,Blackheath,10900,Blue Mountains,1,Good,Good,0
10393,Blackmans Flat,14870,Lithgow,1,Good,Good,0
10394,Blackmans Point,16380,Port Macquarie-Hastings,1,Good,Good,0
10395,Blacksmiths,14650,Lake Macquarie,1,Good,Good,0
10396,Blacktown,10750,Blacktown,1,Good,Good,0
10397,Blackville,14920,Liverpool Plains,1,Good,Good,0
10398,Blackwall (NSW),11650,Central Coast (NSW),1,Good,Good,0
10399,Blair Athol (NSW),11500,Campbelltown (NSW),1,Good,Good,0
10400,Blairmount,11500,Campbelltown (NSW),1,Good,Good,0
10401,Blakebrook,14850,Lismore,1,Good,Good,0
10402,Blakehurst,12930,Georges River,1,Acceptable,Good,0
10403,Blakney Creek,17640,Upper Lachlan Shire,1,Good,Good,0
10404,Bland,10800,Bland,1,Good,Good,0
10405,Blandford,14920,Liverpool Plains,4.74E-05,Good,Good,1
10405,Blandford,17620,Upper Hunter Shire,0.9999526,Good,Good,0
10406,Blaxland (NSW),10900,Blue Mountains,1,Good,Good,0
10407,Blaxlands Creek,11730,Clarence Valley,1,Good,Good,0
10408,Blaxlands Ridge,13800,Hawkesbury,1,Good,Good,0
10409,Blayney,10850,Blayney,1,Good,Good,0
10410,Bligh Park,13800,Hawkesbury,1,Good,Good,0
10411,Blighty,12730,Edward River,1,Good,Good,0
10412,Blowering,17080,Snowy Valleys,1,Good,Good,0
10413,Blue Bay,11650,Central Coast (NSW),1,Good,Good,0
10414,Blue Haven,11650,Central Coast (NSW),1,Good,Good,0
10415,Blue Knob,14850,Lismore,1,Good,Good,0
10416,Blue Mountains National Park,10900,Blue Mountains,0.6,Good,Good,0
10416,Blue Mountains National Park,18400,Wollondilly,0.4,Good,Good,0
10417,Blue Nobby,13660,Gwydir,1,Good,Good,0
10418,Blue Vale,13550,Gunnedah,1,Good,Good,0
10419,Blueys Beach,15240,Mid-Coast,1,Good,Good,0
10420,Boambee,11800,Coffs Harbour,1,Good,Good,0
10421,Boambee East,11800,Coffs Harbour,1,Good,Good,0
10422,Boambolo,18710,Yass Valley,1,Good,Good,0
10423,Boat Harbour (Lismore - NSW),14850,Lismore,1,Good,Good,0
10424,Boat Harbour (Port Stephens - NSW),16400,Port Stephens,1,Good,Good,0
10425,Bobadah,10950,Bogan,0.7501558,Good,Good,0
10425,Bobadah,14600,Lachlan,0.2498442,Good,Good,0
10426,Bobin,15240,Mid-Coast,1,Good,Good,0
10427,Bobs Creek,16380,Port Macquarie-Hastings,1,Good,Good,0
10428,Bobs Farm,16400,Port Stephens,1,Good,Good,0
10429,Bobundara,17040,Snowy Monaro Regional,1,Good,Good,0
10430,Boco,17040,Snowy Monaro Regional,1,Good,Good,0
10431,Bocoble,15270,Mid-Western Regional,1,Good,Good,0
10432,Bocobra,11400,Cabonne,1,Good,Good,0
10433,Bodalla,12750,Eurobodalla,1,Good,Good,0
10434,Bodangora,12390,Dubbo Regional,1,Good,Good,0
10435,Boeill Creek,18200,Wentworth,1,Good,Good,0
10436,Bogan,17950,Warren,1,Good,Good,0
10437,Bogan Gate,16200,Parkes,1,Good,Good,0
10438,Bogangar,17550,Tweed,1,Good,Good,0
10439,Bogee,14870,Lithgow,1,Good,Good,0
10440,Boggabilla,15300,Moree Plains,1,Good,Good,0
10441,Boggabri,13550,Gunnedah,0.0274647,Good,Good,0
10441,Boggabri,15750,Narrabri,0.9725353,Good,Good,0
10442,Bogong Peaks Wilderness,17080,Snowy Valleys,1,Good,Good,0
10443,Bohena Creek,15750,Narrabri,1,Good,Good,0
10444,Bohnock,15240,Mid-Coast,1,Good,Good,0
10445,Bolaro,17040,Snowy Monaro Regional,1,Good,Good,0
10446,Bolivia,17400,Tenterfield,1,Good,Good,0
10447,Bolong,16950,Shoalhaven,1,Good,Good,0
10448,Bolton Point,14650,Lake Macquarie,1,Good,Good,0
10449,Bolwarra (NSW),15050,Maitland,1,Good,Good,0
10450,Bolwarra Heights,15050,Maitland,1,Good,Good,0
10451,Bom Bom,11730,Clarence Valley,1,Good,Good,0
10452,Bomaderry,16950,Shoalhaven,1,Good,Good,0
10453,Bombah Point,15240,Mid-Coast,1,Good,Good,0
10454,Bombala,17040,Snowy Monaro Regional,1,Good,Good,0
10455,Bombay,16490,Queanbeyan-Palerang Regional,1,Good,Good,0
10456,Bombira,15270,Mid-Western Regional,1,Good,Good,0
10457,Bombo,14400,Kiama,1,Good,Good,0
10458,Bombowlee,17080,Snowy Valleys,1,Good,Good,0
10459,Bombowlee Creek,17080,Snowy Valleys,1,Good,Good,0
10460,Bomen,17750,Wagga Wagga,1,Good,Good,0
10461,Bonalbo,14550,Kyogle,1,Good,Good,0
10462,Bondi,18050,Waverley,1,Good,Good,0
10463,Bondi Beach,18050,Waverley,1,Good,Good,0
10464,Bondi Forest,17040,Snowy Monaro Regional,1,Good,Good,0
10465,Bondi Junction,18050,Waverley,1,Good,Good,0
10466,Bonnells Bay,14650,Lake Macquarie,1,Good,Good,0
10467,Bonnet Bay,17150,Sutherland Shire,1,Good,Good,0
10468,Bonny Hills,16380,Port Macquarie-Hastings,1,Good,Good,0
10469,Bonnyrigg,12850,Fairfield,1,Good,Good,0
10470,Bonnyrigg Heights,12850,Fairfield,1,Good,Good,0
10471,Bonshaw (NSW),14220,Inverell,1,Good,Good,0
10472,Bonville,11800,Coffs Harbour,1,Good,Good,0
10473,Booerie Creek,14850,Lismore,1,Good,Good,0
10474,Book Book,17750,Wagga Wagga,1,Good,Good,0
10475,Booker Bay,11650,Central Coast (NSW),1,Good,Good,0
10476,Bookham,18710,Yass Valley,1,Good,Good,0
10477,Bookookoorara,17400,Tenterfield,1,Good,Good,0
10478,Bookram,11730,Clarence Valley,1,Good,Good,0
10479,Boolambayte,15240,Mid-Coast,1,Good,Good,0
10480,Boolaroo,14650,Lake Macquarie,1,Good,Good,0
10481,Boolcarroll,15750,Narrabri,1,Good,Good,0
10482,Booligal,10300,Balranald,0.0001019,Good,Good,1
10482,Booligal,11600,Carrathool,0.0306798,Good,Good,0
10482,Booligal,13850,Hay,0.9692182,Good,Good,0
10483,Boolijah,16950,Shoalhaven,1,Good,Good,0
10484,Boomanoomana,10650,Berrigan,1,Good,Good,0
10485,Boomerang Beach,15240,Mid-Coast,1,Good,Good,0
10486,Boomey,11400,Cabonne,1,Good,Good,0
10487,Boomi,15300,Moree Plains,1,Good,Good,0
10488,Boomi Creek,14550,Kyogle,1,Good,Good,0
10489,Boona Mount,14600,Lachlan,1,Good,Good,0
10490,Boonal,13660,Gwydir,1,Good,Good,0
10491,Boonoo Boonoo,17400,Tenterfield,1,Good,Good,0
10492,Boorabee Park,14550,Kyogle,1,Good,Good,0
10493,Booragul,14650,Lake Macquarie,1,Good,Good,0
10494,Booral (NSW),15240,Mid-Coast,1,Good,Good,0
10495,Boorga,11600,Carrathool,1,Good,Good,0
10496,Boorganna,16380,Port Macquarie-Hastings,1,Good,Good,0
10497,Boorolong,10180,Armidale Regional,0.9998592,Good,Good,0
10497,Boorolong,17650,Uralla,0.0001408,Good,Good,1
10498,Boorook,17400,Tenterfield,1,Good,Good,0
10499,Boorooma,17750,Wagga Wagga,1,Good,Good,0
10500,Booroorban,12730,Edward River,0.8533496,Good,Good,0
10500,Booroorban,13850,Hay,0.1466504,Good,Good,0
10501,Boorowa,13910,Hilltops,1,Good,Good,0
10502,Bootawa,15240,Mid-Coast,1,Good,Good,0
10503,Booti Booti,15240,Mid-Coast,1,Good,Good,0
10504,Booyong,11350,Byron,0.5,Good,Good,0
10504,Booyong,14850,Lismore,0.5,Good,Good,0
10505,Bora Ridge,16610,Richmond Valley,1,Good,Good,0
10506,Borah Creek,17310,Tamworth Regional,1,Good,Good,0
10507,Borambola,17750,Wagga Wagga,1,Good,Good,0
10508,Border Ranges,14550,Kyogle,1,Good,Good,0
10509,Boree,11400,Cabonne,1,Good,Good,0
10510,Boree Creek,12870,Federation,0.6233528,Good,Good,0
10510,Boree Creek,14950,Lockhart,0.2076073,Good,Good,0
10510,Boree Creek,15800,Narrandera,0.1690399,Good,Good,0
10511,Borenore,11400,Cabonne,1,Good,Good,0
10512,Boro,16490,Queanbeyan-Palerang Regional,1,Good,Good,0
10513,Bossley Park,12850,Fairfield,1,Good,Good,0
10514,Bostobrick,10600,Bellingen,1,Good,Good,0
10515,Botany,10500,Bayside (NSW),1,Good,Good,0
10516,Botobolar,15270,Mid-Western Regional,1,Good,Good,0
10517,Bottle Creek,14550,Kyogle,1,Good,Good,0
10518,Bouddi,11650,Central Coast (NSW),1,Good,Good,0
10519,Bourbah,12150,Coonamble,1,Good,Good,0
10520,Bourke,11150,Bourke,1,Good,Good,0
10521,Bourkelands,17750,Wagga Wagga,1,Good,Good,0
10522,Bournda,10550,Bega Valley,1,Good,Good,0
10523,Bournewood,12390,Dubbo Regional,1,Good,Good,0
10524,Bow Bowing,11500,Campbelltown (NSW),1,Good,Good,0
10525,Bowan Park,11400,Cabonne,1,Good,Good,0
10526,Bowen Mountain,13800,Hawkesbury,1,Good,Good,0
10527,Bowenfels,14870,Lithgow,1,Good,Good,0
10528,Bowling Alley Point,17310,Tamworth Regional,1,Good,Good,0
10529,Bowman,15240,Mid-Coast,1,Good,Good,0
10530,Bowman Farm,15240,Mid-Coast,1,Good,Good,0
10531,Bowmans Creek,15650,Muswellbrook,0.2943596,Good,Good,0
10531,Bowmans Creek,17000,Singleton,0.7056404,Good,Good,0
10532,Bowna,13340,Greater Hume Shire,1,Good,Good,0
10533,Bowning,18710,Yass Valley,1,Good,Good,0
10534,Bowral,18350,Wingecarribee,1,Good,Good,0
10535,Bowraville,15700,Nambucca Valley,1,Good,Good,0
10536,Box Head,11650,Central Coast (NSW),1,Good,Good,0
10537,Box Hill (NSW),17420,The Hills Shire,1,Good,Good,0
10538,Boxers Creek,13310,Goulburn Mulwaree,1,Good,Good,0
10539,Boydtown,10550,Bega Valley,1,Good,Good,0
10540,Bradbury (NSW),11500,Campbelltown (NSW),1,Good,Good,0
10541,Braefield,14920,Liverpool Plains,1,Good,Good,0
10542,Braemar,18350,Wingecarribee,1,Good,Good,0
10543,Braemar Bay,17040,Snowy Monaro Regional,1,Good,Good,0
10544,Braidwood,16490,Queanbeyan-Palerang Regional,1,Good,Good,0
10545,Brandy Hill,16400,Port Stephens,1,Good,Good,0
10546,Branxton,11720,Cessnock,0.4355574,Good,Good,0
10546,Branxton,17000,Singleton,0.5644426,Good,Good,0
10547,Braunstone,11730,Clarence Valley,1,Good,Good,0
10548,Brawboy,17620,Upper Hunter Shire,1,Good,Good,0
10549,Bray Park (NSW),17550,Tweed,1,Good,Good,0
10550,Brays Creek,17550,Tweed,1,Good,Good,0
10551,Brayton,13310,Goulburn Mulwaree,0.6208302,Good,Good,0
10551,Brayton,17640,Upper Lachlan Shire,0.3791698,Good,Good,0
10552,Breadalbane (NSW),13310,Goulburn Mulwaree,9.43E-05,Good,Good,1
10552,Breadalbane (NSW),17640,Upper Lachlan Shire,0.9999057,Good,Good,0
10553,Breakfast Creek,15270,Mid-Western Regional,1,Good,Good,0
10554,Breakfast Point,11520,Canada Bay,1,Good,Good,0
10555,Bream Beach,16950,Shoalhaven,1,Good,Good,0
10556,Bredbo,17040,Snowy Monaro Regional,1,Good,Good,0
10557,Breelong,12950,Gilgandra,1,Good,Good,0
10558,Breeza,13550,Gunnedah,1,Good,Good,0
10559,Bretti,15240,Mid-Coast,1,Good,Good,0
10560,Brewarrina,11200,Brewarrina,1,Good,Good,0
10561,Brewongle,10470,Bathurst Regional,1,Good,Good,0
10562,Briarbrook,10180,Armidale Regional,0.9994742,Good,Good,0
10562,Briarbrook,17650,Uralla,0.0005258,Good,Good,1
10563,Bribbaree,13910,Hilltops,0.8551887,Good,Good,0
10563,Bribbaree,18100,Weddin,0.1448113,Good,Good,0
10564,Bridgman,17000,Singleton,1,Good,Good,0
10565,Brierfield,10600,Bellingen,1,Good,Good,0
10566,Brighton-Le-Sands,10500,Bayside (NSW),1,Good,Good,0
10567,Brightwaters,14650,Lake Macquarie,1,Good,Good,0
10568,Bril Bril,16380,Port Macquarie-Hastings,1,Good,Good,0
10569,Brimbin,15240,Mid-Coast,1,Good,Good,0
10570,Brindabella,17080,Snowy Valleys,0.9995845,Good,Good,0
10570,Brindabella,18710,Yass Valley,0.0004155,Good,Good,1
10571,Brinerville,10600,Bellingen,0.5,Good,Good,0
10571,Brinerville,15700,Nambucca Valley,0.5,Good,Good,0
10572,Bringelly,11450,Camden,0.2256984,Good,Good,0
10572,Bringelly,14900,Liverpool,0.7743016,Good,Good,0
10573,Bringenbrong,17080,Snowy Valleys,1,Good,Good,0
10574,Brisbane Grove,13310,Goulburn Mulwaree,1,Good,Good,0
10575,Broadmeadow,15900,Newcastle,1,Good,Good,0
10576,Broadwater (Bega Valley - NSW),10550,Bega Valley,1,Good,Good,0
10577,Broadwater (Richmond Valley - NSW),14850,Lismore,0.078072,Good,Good,0
10577,Broadwater (Richmond Valley - NSW),16610,Richmond Valley,0.921928,Good,Good,0
10578,Broadway,17640,Upper Lachlan Shire,1,Good,Good,0
10579,Brobenah,15800,Narrandera,1,Good,Good,0
10580,Brocklehurst,12390,Dubbo Regional,1,Good,Good,0
10581,Brocklesby,13340,Greater Hume Shire,1,Good,Good,0
10582,Brockley,10180,Armidale Regional,1,Good,Good,0
10583,Brodies Plains,14220,Inverell,1,Good,Good,0
10584,Brogans Creek,14870,Lithgow,0.0049628,Good,Good,1
10584,Brogans Creek,15270,Mid-Western Regional,0.9950372,Good,Good,0
10585,Brogers Creek,16950,Shoalhaven,1,Good,Good,0
10586,Brogo,10550,Bega Valley,1,Good,Good,0
10587,Broke (NSW),17000,Singleton,1,Good,Good,0
10588,Broken Head,10250,Ballina,0.0831321,Good,Good,0
10588,Broken Head,11350,Byron,0.9168679,Good,Good,0
10589,Broken Hill,11250,Broken Hill,0.9936102,Good,Good,0
10589,Broken Hill,19399,Unincorporated NSW,0.0063898,Acceptable,Good,1
10590,Brombin,16380,Port Macquarie-Hastings,1,Good,Good,0
10591,Bronte,18050,Waverley,1,Good,Good,0
10592,Brookdale (NSW),17750,Wagga Wagga,1,Good,Good,0
10593,Brookfield (NSW),12700,Dungog,1,Good,Good,0
10594,Brooklana,11800,Coffs Harbour,1,Good,Good,0
10595,Brooklet,10250,Ballina,1,Good,Good,0
10596,Brooklyn (NSW),14000,Hornsby,1,Acceptable,Good,0
10597,Brookong,14950,Lockhart,1,Good,Good,0
10598,Brookvale,15990,Northern Beaches,1,Good,Good,0
10599,Brooman,16950,Shoalhaven,1,Good,Good,0
10600,Brooms Head,11730,Clarence Valley,1,Good,Good,0
10601,Broughams Gate,19399,Unincorporated NSW,1,Acceptable,Good,0
10602,Broughton (NSW),16950,Shoalhaven,1,Good,Good,0
10603,Broughton Vale,16950,Shoalhaven,1,Good,Good,0
10604,Broughton Village,14400,Kiama,1,Good,Good,0
10605,Broulee,12750,Eurobodalla,1,Good,Good,0
10606,Brownlow Hill,18400,Wollondilly,1,Good,Good,0
10607,Browns Creek,10850,Blayney,1,Good,Good,0
10608,Browns Mountain,16950,Shoalhaven,1,Good,Good,0
10609,Brownsville,18450,Wollongong,1,Good,Good,0
10610,Brucedale,17750,Wagga Wagga,1,Good,Good,0
10611,Bruie Plains,16200,Parkes,1,Good,Good,0
10612,Bruinbun,10470,Bathurst Regional,1,Good,Good,0
10613,Brumby Plains,14550,Kyogle,1,Good,Good,0
10614,Brundee,16950,Shoalhaven,1,Good,Good,0
10615,Brungle,17080,Snowy Valleys,1,Good,Good,0
10616,Brungle Creek,17080,Snowy Valleys,1,Good,Good,0
10617,Brunkerville,11720,Cessnock,1,Good,Good,0
10618,Brunswick Heads,11350,Byron,1,Good,Good,0
10619,Brushgrove,11730,Clarence Valley,1,Good,Good,0
10620,Brushy Creek,10180,Armidale Regional,1,Good,Good,0
10621,Buangla,16950,Shoalhaven,1,Good,Good,0
10622,Bucca (NSW),11800,Coffs Harbour,1,Good,Good,0
10623,Bucca Wauka,15240,Mid-Coast,1,Good,Good,0
10624,Buccarumbi,11730,Clarence Valley,1,Good,Good,0
10625,Buchanan (NSW),11720,Cessnock,1,Good,Good,0
10626,Buckajo,10550,Bega Valley,1,Good,Good,0
10627,Buckaroo,15270,Mid-Western Regional,1,Good,Good,0
10628,Buckenbowra,12750,Eurobodalla,1,Good,Good,0
10629,Buckenderra,17040,Snowy Monaro Regional,1,Good,Good,0
10630,Buckendoon,14850,Lismore,1,Good,Good,0
10631,Bucketty,11720,Cessnock,0.9999379,Good,Good,0
10631,Bucketty,13800,Hawkesbury,6.21E-05,Good,Good,1
10632,Buckra Bendinni,15700,Nambucca Valley,1,Good,Good,0
10633,Budawang,16490,Queanbeyan-Palerang Regional,0.9993347,Good,Good,0
10633,Budawang,16950,Shoalhaven,0.0006653,Good,Good,1
10634,Buddabadah,10950,Bogan,1,Good,Good,0
10635,Budden,15270,Mid-Western Regional,1,Good,Good,0
10636,Budderoo,14400,Kiama,0.6666667,Good,Good,0
10636,Budderoo,16950,Shoalhaven,0.3333333,Good,Good,0
10637,Buddong,17080,Snowy Valleys,1,Good,Good,0
10638,Budgee Budgee (NSW),15270,Mid-Western Regional,1,Good,Good,0
10639,Budgewoi,11650,Central Coast (NSW),1,Good,Good,0
10640,Budgewoi Peninsula,11650,Central Coast (NSW),1,Good,Good,0
10641,Budgong,16950,Shoalhaven,1,Good,Good,0
10642,Buff Point,11650,Central Coast (NSW),1,Good,Good,0
10643,Bugaldie,18020,Warrumbungle Shire,1,Good,Good,0
10644,Bukalong,17040,Snowy Monaro Regional,1,Good,Good,0
10645,Bukkulla,14220,Inverell,1,Good,Good,0
10646,Bulahdelah,15240,Mid-Coast,1,Good,Good,0
10647,Bulee,16950,Shoalhaven,1,Good,Good,0
10648,Bulga (NSW),17000,Singleton,1,Good,Good,0
10649,Bulga Forest,15240,Mid-Coast,1,Good,Good,0
10650,Bulgary,17750,Wagga Wagga,1,Good,Good,0
10651,Bulla (NSW),11750,Cobar,1,Good,Good,0
10652,Bulla Creek,13910,Hilltops,1,Good,Good,0
10653,Bullaburra,10900,Blue Mountains,1,Good,Good,0
10654,Bullagreen,17950,Warren,1,Good,Good,0
10655,Bullarah,15300,Moree Plains,1,Good,Good,0
10656,Bullatale,15520,Murray River,1,Good,Good,0
10657,Bullawa Creek,15750,Narrabri,1,Good,Good,0
10658,Bulldog,11730,Clarence Valley,1,Good,Good,0
10659,Bulli,18450,Wollongong,1,Good,Good,0
10660,Bulliac,15240,Mid-Coast,1,Good,Good,0
10661,Bullio,18350,Wingecarribee,1,Good,Good,0
10662,Bulyeroi,15750,Narrabri,1,Good,Good,0
10663,Bumbaldry,12350,Cowra,0.1031197,Good,Good,0
10663,Bumbaldry,18100,Weddin,0.8968803,Good,Good,0
10664,Bumbalong,17040,Snowy Monaro Regional,1,Good,Good,0
10665,Bundabah,15240,Mid-Coast,1,Good,Good,0
10666,Bundagen,11800,Coffs Harbour,1,Good,Good,0
10667,Bundanoon (NSW),18350,Wingecarribee,1,Good,Good,0
10668,Bundarra,13660,Gwydir,0.1853817,Good,Good,0
10668,Bundarra,14220,Inverell,0.0388696,Good,Good,0
10668,Bundarra,17310,Tamworth Regional,0.0179479,Good,Good,0
10668,Bundarra,17650,Uralla,0.7578008,Good,Good,0
10669,Bundeena,17150,Sutherland Shire,1,Good,Good,0
10670,Bundella,14920,Liverpool Plains,1,Good,Good,0
10671,Bundemar,15850,Narromine,0.2572816,Good,Good,0
10671,Bundemar,17950,Warren,0.7427184,Good,Good,0
10672,Bundewallah,16950,Shoalhaven,1,Good,Good,0
10673,Bundook,15240,Mid-Coast,1,Good,Good,0
10674,Bundure,15560,Murrumbidgee,1,Good,Good,0
10675,Bungaba,15270,Mid-Western Regional,1,Good,Good,0
10676,Bungabbee,14850,Lismore,1,Good,Good,0
10677,Bungalora,17550,Tweed,1,Good,Good,0
10678,Bungarby,17040,Snowy Monaro Regional,1,Good,Good,0
10679,Bungarribee,10750,Blacktown,1,Good,Good,0
10680,Bungawalbin,16610,Richmond Valley,1,Good,Good,0
10681,Bungendore,16490,Queanbeyan-Palerang Regional,1,Good,Good,0
10682,Bungonia,13310,Goulburn Mulwaree,1,Good,Good,0
10683,Bungowannah,13340,Greater Hume Shire,1,Good,Good,0
10684,Bungwahl,15240,Mid-Coast,1,Good,Good,0
10685,Bunnaloo,15520,Murray River,1,Good,Good,0
10686,Bunnan,17620,Upper Hunter Shire,1,Good,Good,0
10687,Bunyah,15240,Mid-Coast,1,Good,Good,0
10688,Bunyan,17040,Snowy Monaro Regional,1,Good,Good,0
10689,Burcher,14600,Lachlan,1,Good,Good,0
10690,Bureen,15650,Muswellbrook,1,Good,Good,0
10691,Burnt Bridge,14350,Kempsey,1,Good,Good,0
10692,Burnt Yards,10850,Blayney,1,Good,Good,0
10693,Buronga,18200,Wentworth,1,Good,Good,0
10694,Burra (Queanbeyan-Palerang Regional - NSW),16490,Queanbeyan-Palerang Regional,0.9685056,Good,Good,0
10694,Burra (Queanbeyan-Palerang Regional - NSW),17040,Snowy Monaro Regional,0.0314944,Good,Good,0
10695,Burra (Snowy Valleys - NSW),17080,Snowy Valleys,1,Good,Good,0
10696,Burra Creek,12160,Cootamundra-Gundagai Regional,1,Good,Good,0
10697,Burraboi,15520,Murray River,1,Good,Good,0
10698,Burradoo,18350,Wingecarribee,1,Good,Good,0
10699,Burraga,16100,Oberon,1,Good,Good,0
10700,Burragate,10550,Bega Valley,1,Good,Good,0
10701,Burrandana,17750,Wagga Wagga,1,Good,Good,0
10702,Burraneer,17150,Sutherland Shire,1,Good,Good,0
10703,Burrangong,13910,Hilltops,1,Good,Good,0
10704,Burrapine,15700,Nambucca Valley,1,Good,Good,0
10705,Burrawang,18350,Wingecarribee,1,Good,Good,0
10706,Burrell Creek,15240,Mid-Coast,1,Good,Good,0
10707,Burren Junction,17900,Walgett,1,Good,Good,0
10708,Burrier,16950,Shoalhaven,1,Good,Good,0
10709,Burrill Lake,16950,Shoalhaven,1,Good,Good,0
10710,Burringbar,17550,Tweed,1,Good,Good,0
10711,Burrinjuck,18710,Yass Valley,1,Good,Good,0
10712,Burroway,15850,Narromine,1,Good,Good,0
10713,Burrumbuttock,13340,Greater Hume Shire,1,Good,Good,0
10714,Burrundulla,15270,Mid-Western Regional,1,Good,Good,0
10715,Burrungubugge,17040,Snowy Monaro Regional,1,Good,Good,0
10716,Burwood (NSW),11300,Burwood,1,Acceptable,Good,0
10717,Burwood Heights,11300,Burwood,1,Acceptable,Good,0
10718,Busby,14900,Liverpool,1,Good,Good,0
10719,Busbys Flat,11730,Clarence Valley,0.0001751,Good,Good,1
10719,Busbys Flat,16610,Richmond Valley,0.9998249,Good,Good,0
10720,Bushells Ridge,11650,Central Coast (NSW),1,Good,Good,0
10721,Buttaba,14650,Lake Macquarie,1,Good,Good,0
10722,Buttai,11720,Cessnock,1,Good,Good,0
10723,Butterwick,16400,Port Stephens,1,Good,Good,0
10724,Buxton (NSW),18350,Wingecarribee,0.0567378,Good,Good,0
10724,Buxton (NSW),18400,Wollondilly,0.9432622,Good,Good,0
10725,Byabarra,16380,Port Macquarie-Hastings,1,Good,Good,0
10726,Byadbo Wilderness,17040,Snowy Monaro Regional,1,Good,Good,0
10727,Byangum,17550,Tweed,1,Good,Good,0
10728,Bylong,15270,Mid-Western Regional,1,Good,Good,0
10729,Byng,11400,Cabonne,1,Good,Good,0
10730,Byrock,10950,Bogan,0.0003221,Good,Good,1
10730,Byrock,11150,Bourke,0.8702093,Good,Good,0
10730,Byrock,11200,Brewarrina,0.1291465,Good,Good,0
10730,Byrock,11750,Cobar,0.0003221,Good,Good,1
10731,Byron Bay,11350,Byron,1,Good,Good,0
10732,Byrrill Creek,17550,Tweed,1,Good,Good,0
10733,Bywong,16490,Queanbeyan-Palerang Regional,0.9428977,Good,Good,0
10733,Bywong,18710,Yass Valley,0.0571023,Good,Good,0
10734,Cabarita (NSW),11520,Canada Bay,1,Good,Good,0
10735,Cabarita Beach,17550,Tweed,1,Good,Good,0
10736,Cabbage Tree Island (Ballina - NSW),10250,Ballina,1,Good,Good,0
10737,Cabbage Tree Island (Mid-Coast - NSW),15240,Mid-Coast,1,Good,Good,0
10738,Cabramatta,12850,Fairfield,1,Good,Good,0
10739,Cabramatta West,12850,Fairfield,1,Good,Good,0
10740,Cabramurra,17080,Snowy Valleys,1,Good,Good,0
10741,Caddens,16350,Penrith,1,Good,Good,0
10742,Cadgee (NSW),12750,Eurobodalla,1,Good,Good,0
10743,Cadia,11400,Cabonne,1,Good,Good,0
10744,Caerleon,15270,Mid-Western Regional,1,Good,Good,0
10745,Caffreys Flat,15240,Mid-Coast,1,Good,Good,0
10746,Cairncross,16380,Port Macquarie-Hastings,1,Good,Good,0
10747,Calala,17310,Tamworth Regional,1,Good,Good,0
10748,Calamia,11730,Clarence Valley,1,Good,Good,0
10749,Calderwood,16900,Shellharbour,1,Good,Good,0
10750,Caldwell,15520,Murray River,1,Good,Good,0
10751,Calga,11650,Central Coast (NSW),1,Good,Good,0
10752,Califat,17080,Snowy Valleys,1,Good,Good,0
10753,Calimo,15520,Murray River,1,Good,Good,0
10754,Callaghan,15900,Newcastle,1,Good,Good,0
10755,Callaghans Creek,15240,Mid-Coast,1,Good,Good,0
10756,Callala Bay,16950,Shoalhaven,1,Good,Good,0
10757,Callala Beach,16950,Shoalhaven,1,Good,Good,0
10758,Calliope (NSW),11730,Clarence Valley,1,Good,Good,0
10759,Caloola,10470,Bathurst Regional,0.9320569,Good,Good,0
10759,Caloola,10850,Blayney,0.0679431,Good,Good,0
10760,Cambalong,17040,Snowy Monaro Regional,1,Good,Good,0
10761,Camberwell (NSW),17000,Singleton,1,Good,Good,0
10762,Cambewarra,16950,Shoalhaven,1,Good,Good,0
10763,Cambewarra Village,16950,Shoalhaven,1,Good,Good,0
10764,Camboon (NSW),15270,Mid-Western Regional,1,Good,Good,0
10765,Cambra,12700,Dungog,1,Good,Good,0
10766,Cambridge Gardens,16350,Penrith,1,Good,Good,0
10767,Cambridge Park,16350,Penrith,1,Good,Good,0
10768,Cambridge Plateau,14550,Kyogle,1,Good,Good,0
10769,Camden,11450,Camden,1,Good,Good,0
10770,Camden Head,16380,Port Macquarie-Hastings,1,Good,Good,0
10771,Camden Park (NSW),18400,Wollondilly,1,Good,Good,0
10772,Camden South,11450,Camden,1,Good,Good,0
10773,Camellia,16260,Parramatta,1,Acceptable,Good,0
10774,Cameron Park,14650,Lake Macquarie,1,Good,Good,0
10775,Camerons Creek,17650,Uralla,1,Good,Good,0
10776,Camira (NSW),16610,Richmond Valley,1,Good,Good,0
10777,Cammeray,15950,North Sydney,1,Good,Good,0
10778,Camp Creek (NSW),14220,Inverell,1,Good,Good,0
